y,y_pred,y_pred_prob,,
1,0,0.501567,1,0.498433
1,1,0.515853,0,0.484147
1,1,0.533070,0,0.466930
1,0,0.504785,1,0.495215
1,1,0.501138,0,0.498862
1,1,0.507887,0,0.492113
1,1,0.511924,0,0.488076
1,1,0.533091,0,0.466909
1,1,0.513766,0,0.486234
1,1,0.544633,0,0.455367
1,1,0.582730,0,0.417270
1,1,0.516126,0,0.483874
1,0,0.519819,1,0.480181
1,0,0.506991,1,0.493009
1,0,0.542976,1,0.457024
1,1,0.535162,0,0.464838
1,0,0.500173,1,0.499827
1,0,0.508679,1,0.491321
1,0,1.000000,1,0.000000
1,1,0.510597,0,0.489403
1,1,0.508841,0,0.491159
1,1,0.546897,0,0.453103
1,0,1.000000,1,0.000000
1,0,0.518083,1,0.481917
1,1,0.504247,0,0.495753
1,0,1.000000,1,0.000000
1,1,0.559699,0,0.440301
1,1,0.510080,0,0.489920
1,1,0.582051,0,0.417949
1,0,0.726199,1,0.273801
1,1,0.501138,0,0.498862
1,1,0.510491,0,0.489509
1,1,0.524066,0,0.475934
1,1,0.533963,0,0.466037
1,0,0.545510,1,0.454490
1,0,0.503286,1,0.496714
1,0,0.573804,1,0.426196
1,0,0.548593,1,0.451407
1,1,0.522519,0,0.477481
1,0,0.505923,1,0.494077
1,1,0.524510,0,0.475490
1,0,0.515089,1,0.484911
1,0,0.517134,1,0.482866
1,1,0.505004,0,0.494996
1,1,0.518321,0,0.481679
1,1,0.516229,0,0.483771
1,0,0.516976,1,0.483024
1,1,0.536808,0,0.463192
1,0,1.000000,1,0.000000
1,1,0.540169,0,0.459831
1,1,0.501138,0,0.498862
1,1,0.521185,0,0.478815
1,1,0.533070,0,0.466930
1,1,0.503998,0,0.496002
1,0,0.595659,1,0.404341
1,0,0.561966,1,0.438034
1,1,0.527743,0,0.472257
1,1,0.524346,0,0.475654
1,1,0.533070,0,0.466930
1,0,0.624466,1,0.375534
1,1,0.502158,0,0.497842
1,0,0.506991,1,0.493009
1,1,0.542619,0,0.457381
1,1,0.516287,0,0.483713
1,1,0.538038,0,0.461962
1,1,0.537671,0,0.462329
1,1,0.669633,0,0.330367
1,1,0.550780,0,0.449220
1,0,0.514780,1,0.485220
1,0,0.511472,1,0.488528
1,1,0.508131,0,0.491869
1,1,0.631055,0,0.368945
1,1,0.512969,0,0.487031
1,1,0.530286,0,0.469714
1,1,0.508017,0,0.491983
1,1,0.508131,0,0.491869
1,1,0.503643,0,0.496357
1,1,0.565752,0,0.434248
1,1,0.574639,0,0.425361
1,1,0.508040,0,0.491960
1,1,0.557702,0,0.442298
1,1,0.508602,0,0.491398
1,1,0.531402,0,0.468598
1,1,0.524031,0,0.475969
1,1,0.500155,0,0.499845
1,1,0.515411,0,0.484589
1,1,0.514129,0,0.485871
1,1,0.516430,0,0.483570
1,0,1.000000,1,0.000000
1,1,0.503643,0,0.496357
1,1,0.505302,0,0.494698
1,0,0.559549,1,0.440451
1,0,0.536836,1,0.463164
1,0,1.000000,1,0.000000
1,1,0.522915,0,0.477085
1,1,0.521992,0,0.478008
1,0,1.000000,1,0.000000
1,1,0.504171,0,0.495829
1,1,0.504905,0,0.495095
1,1,0.529581,0,0.470419
1,0,0.520854,1,0.479146
1,1,0.512409,0,0.487591
1,1,0.507887,0,0.492113
1,1,0.523425,0,0.476575
1,1,0.515411,0,0.484589
1,0,0.509357,1,0.490643
1,1,0.511746,0,0.488254
1,1,0.594836,0,0.405164
1,0,1.000000,1,0.000000
1,0,0.500233,1,0.499767
1,1,0.516813,0,0.483187
1,1,0.510799,0,0.489201
1,0,0.531522,1,0.468478
1,1,0.504126,0,0.495874
1,0,0.506638,1,0.493362
1,0,1.000000,1,0.000000
1,0,0.506194,1,0.493806
1,0,0.554256,1,0.445744
1,1,0.529147,0,0.470853
1,1,0.669633,0,0.330367
1,0,0.510307,1,0.489693
1,1,0.519391,0,0.480609
1,0,0.509536,1,0.490464
1,1,0.516541,0,0.483459
1,1,0.530452,0,0.469548
1,1,0.519137,0,0.480863
1,0,0.572184,1,0.427816
1,1,0.509180,0,0.490820
1,1,0.537671,0,0.462329
1,1,0.502233,0,0.497767
1,1,0.519001,0,0.480999
1,0,0.515921,1,0.484079
1,0,1.000000,1,0.000000
1,0,0.531522,1,0.468478
1,1,0.519752,0,0.480248
1,0,1.000000,1,0.000000
1,1,0.511140,0,0.488860
1,1,0.528283,0,0.471717
1,0,0.568448,1,0.431552
1,1,0.506549,0,0.493451
1,1,0.524036,0,0.475964
1,1,0.669633,0,0.330367
1,1,0.503831,0,0.496169
1,0,0.502717,1,0.497283
1,1,0.506623,0,0.493377
1,0,1.000000,1,0.000000
1,1,0.504234,0,0.495766
1,1,0.507899,0,0.492101
1,0,0.509489,1,0.490511
1,1,0.511711,0,0.488289
1,1,0.567040,0,0.432960
1,1,0.520637,0,0.479363
1,1,0.516126,0,0.483874
1,1,0.519184,0,0.480816
1,0,0.726199,1,0.273801
1,1,0.505778,0,0.494222
1,0,0.506359,1,0.493641
1,1,0.503998,0,0.496002
1,1,0.535162,0,0.464838
1,0,0.505923,1,0.494077
1,1,0.533070,0,0.466930
1,0,0.590410,1,0.409590
1,1,0.536029,0,0.463971
1,1,0.507887,0,0.492113
1,1,0.509267,0,0.490733
1,1,0.508602,0,0.491398
1,0,1.000000,1,0.000000
1,0,0.521194,1,0.478806
1,0,1.000000,1,0.000000
1,1,0.527119,0,0.472881
1,0,0.552249,1,0.447751
1,0,0.506796,1,0.493204
1,0,0.522176,1,0.477824
1,1,0.524510,0,0.475490
1,1,0.503643,0,0.496357
1,1,0.536808,0,0.463192
1,1,0.513749,0,0.486251
1,1,0.558931,0,0.441069
1,0,0.522176,1,0.477824
1,1,0.508665,0,0.491335
1,1,0.559566,0,0.440434
1,1,0.519137,0,0.480863
1,0,0.726199,1,0.273801
1,1,0.538038,0,0.461962
1,1,0.556419,0,0.443581
1,1,0.530452,0,0.469548
1,1,0.550305,0,0.449695
1,0,1.000000,1,0.000000
1,0,0.504101,1,0.495899
1,1,0.541514,0,0.458486
1,0,1.000000,1,0.000000
1,1,0.512969,0,0.487031
1,1,0.562295,0,0.437705
1,1,0.522051,0,0.477949
1,0,0.530279,1,0.469721
1,1,0.530286,0,0.469714
1,0,0.591622,1,0.408378
1,1,0.520591,0,0.479409
1,0,0.508025,1,0.491975
1,0,0.502938,1,0.497062
1,1,0.533030,0,0.466970
1,1,0.506002,0,0.493998
1,0,0.541856,1,0.458144
1,0,0.527447,1,0.472553
1,1,0.512638,0,0.487362
1,1,0.510799,0,0.489201
1,0,0.524280,1,0.475720
1,0,0.505604,1,0.494396
1,0,0.549537,1,0.450463
1,1,0.669633,0,0.330367
1,1,0.513712,0,0.486288
1,1,0.515411,0,0.484589
1,1,0.530015,0,0.469985
1,0,1.000000,1,0.000000
1,0,0.510307,1,0.489693
1,1,0.594836,0,0.405164
1,0,0.511121,1,0.488879
1,1,0.502047,0,0.497953
1,0,0.508025,1,0.491975
1,0,0.527306,1,0.472694
1,0,0.506991,1,0.493009
1,0,0.522176,1,0.477824
1,1,0.536808,0,0.463192
1,0,1.000000,1,0.000000
1,0,0.509300,1,0.490700
1,0,0.501567,1,0.498433
1,0,1.000000,1,0.000000
1,0,0.517755,1,0.482245
1,1,0.564936,0,0.435064
1,1,0.507325,0,0.492675
1,1,0.843322,0,0.156678
1,1,0.557482,0,0.442518
1,0,0.522176,1,0.477824
1,1,0.523631,0,0.476369
1,0,0.508192,1,0.491808
1,1,0.516047,0,0.483953
1,0,0.516339,1,0.483661
1,0,0.550481,1,0.449519
1,1,0.507262,0,0.492738
1,1,0.594836,0,0.405164
1,1,0.654441,0,0.345559
1,0,0.527531,1,0.472469
1,1,0.515411,0,0.484589
1,1,0.516126,0,0.483874
1,1,0.510561,0,0.489439
1,1,0.559699,0,0.440301
1,1,0.504126,0,0.495874
1,1,0.517459,0,0.482541
1,1,0.520637,0,0.479363
1,0,0.564623,1,0.435377
1,0,1.000000,1,0.000000
1,1,0.553077,0,0.446923
1,1,0.510799,0,0.489201
1,1,0.508131,0,0.491869
1,0,1.000000,1,0.000000
1,0,0.542085,1,0.457915
1,1,0.598428,0,0.401572
1,1,0.539212,0,0.460788
1,1,0.580497,0,0.419503
1,1,0.502915,0,0.497085
1,1,0.529200,0,0.470800
1,1,0.669633,0,0.330367
1,0,0.527992,1,0.472008
1,1,0.536808,0,0.463192
1,1,0.521242,0,0.478758
1,0,1.000000,1,0.000000
1,1,0.524130,0,0.475870
1,0,0.529258,1,0.470742
1,1,0.563380,0,0.436620
1,0,0.590410,1,0.409590
1,1,0.527005,0,0.472995
1,1,0.538064,0,0.461936
1,1,0.509929,0,0.490071
1,1,0.501565,0,0.498435
1,0,0.503029,1,0.496971
1,1,0.530292,0,0.469708
1,0,0.512204,1,0.487796
1,1,0.539149,0,0.460851
1,1,0.517236,0,0.482764
1,0,1.000000,1,0.000000
1,0,0.526835,1,0.473165
1,0,0.503381,1,0.496619
1,0,0.526720,1,0.473280
1,1,0.563189,0,0.436811
1,1,0.515031,0,0.484969
1,1,0.602938,0,0.397062
1,1,0.511183,0,0.488817
1,0,1.000000,1,0.000000
1,0,0.509243,1,0.490757
1,0,0.590410,1,0.409590
1,1,0.506848,0,0.493152
1,1,0.501852,0,0.498148
1,0,0.519917,1,0.480083
1,0,0.555109,1,0.444891
1,1,0.523287,0,0.476713
1,1,0.511917,0,0.488083
1,1,0.569106,0,0.430894
1,1,0.507693,0,0.492307
1,1,0.557482,0,0.442518
1,1,0.512969,0,0.487031
1,1,0.509929,0,0.490071
1,0,0.506535,1,0.493465
1,0,0.506359,1,0.493641
1,0,1.000000,1,0.000000
1,1,0.526355,0,0.473645
1,0,1.000000,1,0.000000
1,1,0.508040,0,0.491960
1,1,0.516229,0,0.483771
1,1,0.536258,0,0.463742
1,1,0.627468,0,0.372532
1,0,0.500870,1,0.499130
1,0,0.509489,1,0.490511
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.502084,0,0.497916
1,1,0.531475,0,0.468525
1,1,0.500352,0,0.499648
1,1,0.565011,0,0.434989
1,1,0.539897,0,0.460103
1,0,0.526720,1,0.473280
1,1,0.511140,0,0.488860
1,1,0.518378,0,0.481622
1,0,0.517355,1,0.482645
1,1,0.554115,0,0.445885
1,0,0.511089,1,0.488911
1,1,0.559699,0,0.440301
1,1,0.544633,0,0.455367
1,1,0.554435,0,0.445565
1,1,0.666767,0,0.333233
1,0,0.511379,1,0.488621
1,1,0.529860,0,0.470140
1,1,0.523116,0,0.476884
1,1,0.669633,0,0.330367
1,1,0.512263,0,0.487737
1,0,0.590410,1,0.409590
1,1,0.530835,0,0.469165
1,0,1.000000,1,0.000000
1,1,0.559566,0,0.440434
1,1,0.521242,0,0.478758
1,0,0.526906,1,0.473094
1,0,0.501882,1,0.498118
1,1,0.503026,0,0.496974
1,0,0.726199,1,0.273801
1,0,0.517904,1,0.482096
1,0,0.508025,1,0.491975
1,1,0.525213,0,0.474787
1,1,0.503643,0,0.496357
1,0,0.612034,1,0.387966
1,0,0.519819,1,0.480181
1,1,0.601425,0,0.398575
1,1,0.515877,0,0.484123
1,1,0.519212,0,0.480788
1,1,0.511561,0,0.488439
1,0,0.534228,1,0.465772
1,1,0.523660,0,0.476340
1,1,0.516090,0,0.483910
1,0,1.000000,1,0.000000
1,0,0.526720,1,0.473280
1,1,0.516126,0,0.483874
1,0,0.552743,1,0.447257
1,1,0.527475,0,0.472525
1,1,0.528953,0,0.471047
1,1,0.547738,0,0.452262
1,1,0.654441,0,0.345559
1,0,0.526720,1,0.473280
1,0,0.576814,1,0.423186
1,0,0.585023,1,0.414977
1,0,0.507686,1,0.492314
1,1,0.523765,0,0.476235
1,1,0.521645,0,0.478355
1,1,0.517459,0,0.482541
1,1,0.528548,0,0.471452
1,1,0.516856,0,0.483144
1,1,0.516159,0,0.483841
1,1,0.536398,0,0.463602
1,1,0.505302,0,0.494698
1,1,0.521242,0,0.478758
1,1,0.565277,0,0.434723
1,0,0.509862,1,0.490138
1,0,0.502709,1,0.497291
1,1,0.517784,0,0.482216
1,0,0.726199,1,0.273801
1,0,1.000000,1,0.000000
1,1,0.508602,0,0.491398
1,1,0.520591,0,0.479409
1,1,0.501423,0,0.498577
1,1,0.530452,0,0.469548
1,1,0.538064,0,0.461936
1,1,0.584135,0,0.415865
1,1,0.554435,0,0.445565
1,1,0.510080,0,0.489920
1,1,0.521379,0,0.478621
1,0,0.550870,1,0.449130
1,1,0.518005,0,0.481995
1,1,0.505302,0,0.494698
1,1,0.508067,0,0.491933
1,1,0.580497,0,0.419503
1,1,0.667106,0,0.332894
1,0,0.509300,1,0.490700
1,0,0.503286,1,0.496714
1,1,0.501974,0,0.498026
1,0,1.000000,1,0.000000
1,1,0.594314,0,0.405686
1,1,0.511493,0,0.488507
1,1,0.546226,0,0.453774
1,1,0.524321,0,0.475679
1,0,0.984596,1,0.015404
1,1,0.569571,0,0.430429
1,1,0.512301,0,0.487699
1,1,0.519758,0,0.480242
1,0,0.508679,1,0.491321
1,0,0.545814,1,0.454186
1,1,0.511142,0,0.488858
1,1,0.510863,0,0.489137
1,1,0.564936,0,0.435064
1,1,0.669633,0,0.330367
1,1,0.524956,0,0.475044
1,1,0.516911,0,0.483089
1,0,0.527306,1,0.472694
1,1,0.508602,0,0.491398
1,0,0.508912,1,0.491088
1,0,0.650416,1,0.349584
1,1,0.520755,0,0.479245
1,1,0.536808,0,0.463192
1,1,0.515411,0,0.484589
1,1,0.556419,0,0.443581
1,1,0.504116,0,0.495884
1,1,0.508040,0,0.491960
1,0,0.554256,1,0.445744
1,1,0.559876,0,0.440124
1,0,0.680933,1,0.319067
1,1,0.524956,0,0.475044
1,1,0.520591,0,0.479409
1,0,1.000000,1,0.000000
1,0,0.514073,1,0.485927
1,1,0.540475,0,0.459525
1,1,0.503969,0,0.496031
1,1,0.533070,0,0.466930
1,0,0.511444,1,0.488556
1,1,0.556419,0,0.443581
1,0,0.510307,1,0.489693
1,0,0.984596,1,0.015404
1,1,0.669633,0,0.330367
1,1,0.500487,0,0.499513
1,1,0.508665,0,0.491335
1,1,0.843322,0,0.156678
1,0,0.555273,1,0.444727
1,1,0.843322,0,0.156678
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.538064,0,0.461936
1,0,0.500998,1,0.499002
1,1,0.506002,0,0.493998
1,1,0.535162,0,0.464838
1,1,0.503844,0,0.496156
1,1,0.511140,0,0.488860
1,1,0.508861,0,0.491139
1,1,0.523116,0,0.476884
1,1,0.514850,0,0.485150
1,1,0.509829,0,0.490171
1,1,0.538064,0,0.461936
1,1,0.515411,0,0.484589
1,0,1.000000,1,0.000000
1,1,0.536808,0,0.463192
1,1,0.507887,0,0.492113
1,1,0.607054,0,0.392946
1,1,0.520591,0,0.479409
1,1,0.530286,0,0.469714
1,1,0.519436,0,0.480564
1,1,0.548677,0,0.451323
1,1,0.540204,0,0.459796
1,1,0.527684,0,0.472316
1,0,1.000000,1,0.000000
1,0,0.609796,1,0.390204
1,1,0.520639,0,0.479361
1,0,0.523629,1,0.476371
1,0,0.528388,1,0.471612
1,1,0.516856,0,0.483144
1,1,0.537485,0,0.462515
1,1,0.513307,0,0.486693
1,1,0.524510,0,0.475490
0,0,0.532787,1,0.467213
0,1,0.516603,0,0.483397
0,1,0.515755,0,0.484245
0,0,0.503381,1,0.496619
0,1,0.525319,0,0.474681
0,0,0.549537,1,0.450463
0,0,0.726199,1,0.273801
0,0,1.000000,1,0.000000
0,0,1.000000,1,0.000000
0,1,0.508602,0,0.491398
0,1,0.507262,0,0.492738
0,0,0.726199,1,0.273801
0,0,1.000000,1,0.000000
0,1,0.507899,0,0.492101
0,0,0.538957,1,0.461043
0,1,0.503844,0,0.496156
0,0,0.550113,1,0.449887
0,0,0.726199,1,0.273801
0,0,0.726199,1,0.273801
0,0,0.555109,1,0.444891
0,0,0.508912,1,0.491088
0,1,0.503643,0,0.496357
0,1,0.557875,0,0.442125
0,1,0.500487,0,0.499513
0,1,0.515630,0,0.484370
0,0,1.000000,1,0.000000
0,0,0.595208,1,0.404792
0,1,0.669633,0,0.330367
0,1,0.507899,0,0.492101
0,1,0.504905,0,0.495095
0,0,0.520220,1,0.479780
0,0,0.590410,1,0.409590
0,1,0.542673,0,0.457327
0,0,0.535545,1,0.464455
0,1,0.517928,0,0.482072
0,1,0.518408,0,0.481592
0,0,0.623946,1,0.376054
0,0,0.596773,1,0.403227
0,0,0.555273,1,0.444727
0,1,0.524031,0,0.475969
0,1,0.510597,0,0.489403
0,1,0.508131,0,0.491869
0,0,0.517981,1,0.482019
0,1,0.565752,0,0.434248
0,0,0.726199,1,0.273801
0,1,0.515226,0,0.484774
0,0,0.550113,1,0.449887
0,0,0.526271,1,0.473729
0,0,0.511576,1,0.488424
0,1,0.513307,0,0.486693
0,1,0.532454,0,0.467546
0,0,1.000000,1,0.000000
0,0,0.726199,1,0.273801
0,1,0.503998,0,0.496002
0,0,0.726199,1,0.273801
0,1,0.515411,0,0.484589
0,0,0.566712,1,0.433288
0,0,1.000000,1,0.000000
0,0,0.585023,1,0.414977
0,0,0.558257,1,0.441743
0,0,0.559549,1,0.440451
0,1,0.536808,0,0.463192
0,0,0.582408,1,0.417592
0,0,0.555273,1,0.444727
0,0,0.545510,1,0.454490
0,1,0.526293,0,0.473707
0,1,0.533070,0,0.466930
0,0,0.612034,1,0.387966
0,0,0.534312,1,0.465688
0,0,0.546904,1,0.453096
0,0,1.000000,1,0.000000
0,0,0.680933,1,0.319067
0,0,0.559974,1,0.440026
0,0,0.525941,1,0.474059
0,1,0.521850,0,0.478150
0,0,0.530586,1,0.469414
0,0,0.547738,1,0.452262
0,0,1.000000,1,0.000000
0,0,1.000000,1,0.000000
0,0,0.559325,1,0.440675
0,0,0.611152,1,0.388848
0,0,0.530279,1,0.469721
0,1,0.508040,0,0.491960
0,0,1.000000,1,0.000000
0,0,0.516462,1,0.483538
0,0,1.000000,1,0.000000
0,0,0.501882,1,0.498118
0,1,0.510120,0,0.489880
0,0,0.764740,1,0.235260
0,1,0.513307,0,0.486693
0,1,0.559566,0,0.440434
0,0,0.596768,1,0.403232
0,1,0.507899,0,0.492101
0,0,0.570275,1,0.429725
0,0,1.000000,1,0.000000
0,1,0.506256,0,0.493744
0,1,0.633642,0,0.366358
0,1,0.513190,0,0.486810
0,0,0.509673,1,0.490327
0,0,0.617619,1,0.382381
0,1,0.540391,0,0.459609
0,0,0.508748,1,0.491252
0,0,0.556047,1,0.443953
0,1,0.513143,0,0.486857
0,1,0.513143,0,0.486857
0,1,0.516126,0,0.483874
0,0,0.536836,1,0.463164
0,0,0.617266,1,0.382734
0,0,0.518601,1,0.481399
0,0,0.514967,1,0.485033
0,0,0.554256,1,0.445744
0,0,0.559325,1,0.440675
0,0,0.582408,1,0.417592
0,1,0.509085,0,0.490915
0,0,0.525328,1,0.474672
0,0,0.596773,1,0.403227
0,0,0.526013,1,0.473987
0,1,0.531402,0,0.468598
0,0,0.582408,1,0.417592
0,0,0.649460,1,0.350540
0,0,0.555273,1,0.444727
0,0,0.506991,1,0.493009
0,1,0.515411,0,0.484589
0,0,0.517733,1,0.482267
0,0,0.555273,1,0.444727
0,0,0.984596,1,0.015404
0,1,0.523906,0,0.476094
0,0,0.503286,1,0.496714
0,1,0.507052,0,0.492948
0,1,0.507899,0,0.492101
0,1,0.504082,0,0.495918
0,1,0.530452,0,0.469548
0,0,0.582408,1,0.417592
0,0,0.571708,1,0.428292
0,0,0.550182,1,0.449818
0,1,0.515320,0,0.484680
0,0,1.000000,1,0.000000
0,0,0.590410,1,0.409590
0,0,0.514153,1,0.485847
0,1,0.505649,0,0.494351
0,0,0.505542,1,0.494458
0,0,0.562734,1,0.437266
0,0,0.554256,1,0.445744
0,0,0.680933,1,0.319067
0,0,1.000000,1,0.000000
0,0,0.595208,1,0.404792
0,0,0.549121,1,0.450879
0,1,0.511183,0,0.488817
0,1,0.540001,0,0.459999
0,0,0.509429,1,0.490571
0,0,0.582408,1,0.417592
0,0,0.554256,1,0.445744
0,0,0.507153,1,0.492847
0,1,0.528272,0,0.471728
0,0,0.509536,1,0.490464
0,0,0.562152,1,0.437848
0,0,0.505604,1,0.494396
0,0,1.000000,1,0.000000
0,1,0.552348,0,0.447652
0,1,0.511183,0,0.488817
0,1,0.511746,0,0.488254
0,1,0.515262,0,0.484738
0,0,0.726199,1,0.273801
0,1,0.504126,0,0.495874
0,0,0.554256,1,0.445744
0,0,0.510307,1,0.489693
0,0,1.000000,1,0.000000
0,0,0.507233,1,0.492767
0,1,0.505748,0,0.494252
0,0,0.590410,1,0.409590
0,0,0.644672,1,0.355328
0,0,0.624466,1,0.375534
0,0,0.506087,1,0.493913
0,1,0.582730,0,0.417270
0,0,0.517594,1,0.482406
0,0,0.549537,1,0.450463
0,0,0.660605,1,0.339395
0,1,0.505649,0,0.494351
0,1,0.528421,0,0.471579
0,0,0.563875,1,0.436125
0,0,0.726199,1,0.273801
0,1,0.631055,0,0.368945
0,0,1.000000,1,0.000000
0,0,0.523000,1,0.477000
0,0,0.582408,1,0.417592
0,0,0.706201,1,0.293799
0,1,0.502915,0,0.497085
0,0,0.984596,1,0.015404
0,1,0.559565,0,0.440435
0,1,0.531179,0,0.468821
0,0,0.551640,1,0.448360
0,1,0.538064,0,0.461936
0,0,0.519560,1,0.480440
0,1,0.593055,0,0.406945
0,0,0.514332,1,0.485668
0,1,0.524031,0,0.475969
0,1,0.530976,0,0.469024
0,0,0.567017,1,0.432983
0,1,0.500725,0,0.499275
0,1,0.522519,0,0.477481
0,0,1.000000,1,0.000000
0,0,0.649460,1,0.350540
0,1,0.530452,0,0.469548
0,0,0.726199,1,0.273801
0,1,0.542569,0,0.457431
0,1,0.507618,0,0.492382
0,0,0.743232,1,0.256768
0,0,1.000000,1,0.000000
0,0,0.506991,1,0.493009
0,0,0.553487,1,0.446513
0,0,0.585023,1,0.414977
0,0,0.726199,1,0.273801
0,0,0.726199,1,0.273801
0,0,0.547121,1,0.452879
0,0,0.505542,1,0.494458
0,0,0.501926,1,0.498074
0,1,0.500991,0,0.499009
0,0,0.522757,1,0.477243
0,1,0.506859,0,0.493141
0,0,0.534625,1,0.465375
0,0,0.546154,1,0.453846
0,0,0.608731,1,0.391269
0,1,0.516159,0,0.483841
0,1,0.503844,0,0.496156
0,0,0.512601,1,0.487399
0,0,1.000000,1,0.000000
0,0,1.000000,1,0.000000
0,0,0.558057,1,0.441943
0,1,0.507029,0,0.492971
0,0,1.000000,1,0.000000
0,0,0.509121,1,0.490879
0,1,0.601425,0,0.398575
0,0,1.000000,1,0.000000
0,0,0.573167,1,0.426833
0,0,0.527306,1,0.472694
0,0,0.527306,1,0.472694
0,1,0.519528,0,0.480472
0,0,1.000000,1,0.000000
0,0,0.582408,1,0.417592
0,0,0.533617,1,0.466383
0,0,0.535136,1,0.464864
0,0,0.525328,1,0.474672
0,0,0.523101,1,0.476899
0,1,0.533522,0,0.466478
0,0,0.522176,1,0.477824
0,0,0.531522,1,0.468478
0,1,0.528554,0,0.471446
0,1,0.767096,0,0.232904
0,0,0.512045,1,0.487955
0,0,1.000000,1,0.000000
0,0,1.000000,1,0.000000
0,1,0.509326,0,0.490674
0,1,0.537219,0,0.462781
0,0,0.504282,1,0.495718
0,0,0.519560,1,0.480440
0,0,0.631553,1,0.368447
0,0,0.517904,1,0.482096
0,0,0.582408,1,0.417592
0,1,0.521592,0,0.478408
0,0,1.000000,1,0.000000
0,1,0.536808,0,0.463192
0,1,0.542673,0,0.457327
0,1,0.508131,0,0.491869
0,0,0.526436,1,0.473564
0,0,0.517594,1,0.482406
0,1,0.536808,0,0.463192
0,1,0.546823,0,0.453177
0,0,0.726199,1,0.273801
0,1,0.538336,0,0.461664
0,1,0.529581,0,0.470419
0,1,0.503461,0,0.496539
0,0,0.555521,1,0.444479
0,0,0.501405,1,0.498595
0,0,0.519595,1,0.480405
0,1,0.512117,0,0.487883
0,0,1.000000,1,0.000000
0,0,0.621428,1,0.378572
0,1,0.544633,0,0.455367
0,0,0.535880,1,0.464120
0,0,0.726199,1,0.273801
0,0,0.535136,1,0.464864
0,0,0.524984,1,0.475016
0,0,0.554256,1,0.445744
0,1,0.666767,0,0.333233
0,1,0.509326,0,0.490674
0,0,0.571708,1,0.428292
0,1,0.508186,0,0.491814
0,1,0.537671,0,0.462329
0,0,1.000000,1,0.000000
0,1,0.520930,0,0.479070
0,0,0.545771,1,0.454229
0,0,0.726199,1,0.273801
0,0,1.000000,1,0.000000
0,0,0.554256,1,0.445744
0,0,0.582408,1,0.417592
0,1,0.529197,0,0.470803
0,0,0.571708,1,0.428292
0,1,0.524756,0,0.475244
0,0,0.582408,1,0.417592
0,0,0.500998,1,0.499002
0,0,0.612034,1,0.387966
0,0,0.553629,1,0.446371
0,1,0.524781,0,0.475219
0,0,0.509300,1,0.490700
0,1,0.518210,0,0.481790
0,0,0.611745,1,0.388255
0,0,0.680933,1,0.319067
0,0,0.582384,1,0.417616
0,0,0.509536,1,0.490464
0,0,0.520220,1,0.479780
0,0,0.582997,1,0.417003
0,1,0.516603,0,0.483397
0,0,0.506602,1,0.493398
0,1,0.519528,0,0.480472
0,0,0.561966,1,0.438034
0,0,0.622929,1,0.377071
0,0,0.541427,1,0.458573
0,1,0.530286,0,0.469714
0,0,0.726199,1,0.273801
0,0,0.535136,1,0.464864
0,0,0.501405,1,0.498595
0,1,0.504905,0,0.495095
0,0,0.514780,1,0.485220
0,0,0.582408,1,0.417592
0,0,0.554256,1,0.445744
