y,y_pred,y_pred_prob,,
1,1,0.525459,0,0.474541
1,0,0.510884,1,0.489116
1,0,0.501275,1,0.498725
1,1,0.583739,0,0.416261
1,0,0.622499,1,0.377501
1,1,0.521333,0,0.478667
1,1,0.520762,0,0.479238
1,1,0.508247,0,0.491753
1,1,0.508777,0,0.491223
1,0,1.000000,1,0.000000
1,1,0.502909,0,0.497091
1,1,0.541174,0,0.458826
1,1,0.523272,0,0.476728
1,0,0.683680,1,0.316320
1,1,0.517624,0,0.482376
1,0,0.508951,1,0.491049
1,1,0.517028,0,0.482972
1,1,0.522853,0,0.477147
1,1,0.581770,0,0.418230
1,1,0.512247,0,0.487753
1,0,0.519709,1,0.480291
1,0,0.508951,1,0.491049
1,1,0.513484,0,0.486516
1,0,1.000000,1,0.000000
1,0,0.519864,1,0.480136
1,0,0.833726,1,0.166274
1,1,0.532124,0,0.467876
1,1,0.530328,0,0.469672
1,1,0.541969,0,0.458031
1,1,0.510539,0,0.489461
1,1,0.541174,0,0.458826
1,1,0.513066,0,0.486934
1,1,0.516898,0,0.483102
1,1,0.541174,0,0.458826
1,1,0.527311,0,0.472689
1,1,0.520069,0,0.479931
1,1,0.540526,0,0.459474
1,0,0.537463,1,0.462537
1,1,0.511130,0,0.488870
1,0,0.544068,1,0.455932
1,1,0.522341,0,0.477659
1,0,0.501909,1,0.498091
1,0,0.511303,1,0.488697
1,1,0.519999,0,0.480001
1,0,0.509927,1,0.490073
1,0,0.522773,1,0.477227
1,0,0.563897,1,0.436103
1,1,0.512977,0,0.487023
1,1,0.533907,0,0.466093
1,0,0.521805,1,0.478195
1,1,0.500581,0,0.499419
1,0,0.833726,1,0.166274
1,1,0.535722,0,0.464278
1,1,0.596734,0,0.403266
1,1,0.522472,0,0.477528
1,1,0.522783,0,0.477217
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.502973,0,0.497027
1,1,0.528225,0,0.471775
1,1,0.509684,0,0.490316
1,0,0.501909,1,0.498091
1,0,0.548129,1,0.451871
1,0,0.529685,1,0.470315
1,0,0.508951,1,0.491049
1,1,0.581770,0,0.418230
1,0,1.000000,1,0.000000
1,0,0.515030,1,0.484970
1,1,0.506799,0,0.493201
1,1,0.541174,0,0.458826
1,0,0.513966,1,0.486034
1,1,0.536790,0,0.463210
1,1,0.507128,0,0.492872
1,1,0.541174,0,0.458826
1,1,0.535549,0,0.464451
1,0,0.508951,1,0.491049
1,1,0.571855,0,0.428145
1,1,0.517383,0,0.482617
1,1,0.517843,0,0.482157
1,0,0.526337,1,0.473663
1,0,0.537212,1,0.462788
1,1,0.501765,0,0.498235
1,1,0.502973,0,0.497027
1,0,0.755720,1,0.244280
1,0,0.522783,1,0.477217
1,1,0.522472,0,0.477528
1,1,0.515536,0,0.484464
1,1,0.506670,0,0.493330
1,1,0.581171,0,0.418829
1,1,0.512896,0,0.487104
1,1,0.527278,0,0.472722
1,1,0.520854,0,0.479146
1,0,0.556624,1,0.443376
1,1,0.541174,0,0.458826
1,1,0.559547,0,0.440453
1,1,0.533907,0,0.466093
1,1,0.514836,0,0.485164
1,0,1.000000,1,0.000000
1,0,0.636918,1,0.363082
1,1,0.529519,0,0.470481
1,1,0.531100,0,0.468900
1,1,0.579600,0,0.420400
1,1,0.515536,0,0.484464
1,1,0.534317,0,0.465683
1,1,0.535722,0,0.464278
1,0,0.520268,1,0.479732
1,1,0.581770,0,0.418230
1,1,0.519177,0,0.480823
1,1,0.541174,0,0.458826
1,0,0.536748,1,0.463252
1,0,0.510164,1,0.489836
1,1,0.559523,0,0.440477
1,0,0.622499,1,0.377501
1,1,0.542548,0,0.457452
1,1,0.532221,0,0.467779
1,1,0.523666,0,0.476334
1,1,0.541465,0,0.458535
1,0,0.535606,1,0.464394
1,1,0.525175,0,0.474825
1,0,0.501762,1,0.498238
1,1,0.530587,0,0.469413
1,1,0.503270,0,0.496730
1,1,0.541174,0,0.458826
1,0,0.548761,1,0.451239
1,1,0.592101,0,0.407899
1,0,0.500639,1,0.499361
1,0,0.512060,1,0.487940
1,1,0.518776,0,0.481224
1,1,0.506964,0,0.493036
1,1,0.516380,0,0.483620
1,0,0.648011,1,0.351989
1,1,0.514626,0,0.485374
1,0,0.622499,1,0.377501
1,0,0.519082,1,0.480918
1,1,0.517826,0,0.482174
1,0,0.525657,1,0.474343
1,0,0.533353,1,0.466647
1,1,0.511125,0,0.488875
1,1,0.515174,0,0.484826
1,1,0.531246,0,0.468754
1,1,0.505710,0,0.494290
1,1,0.535549,0,0.464451
1,1,0.527311,0,0.472689
1,1,0.523666,0,0.476334
1,1,0.504442,0,0.495558
1,0,0.501650,1,0.498350
1,0,1.000000,1,0.000000
1,1,0.535123,0,0.464877
1,1,0.541174,0,0.458826
1,1,0.509134,0,0.490866
1,1,0.519630,0,0.480370
1,1,0.549050,0,0.450950
1,1,0.509634,0,0.490366
1,1,0.507279,0,0.492721
1,1,0.505399,0,0.494601
1,1,0.541174,0,0.458826
1,1,0.541174,0,0.458826
1,1,0.510371,0,0.489629
1,1,0.519183,0,0.480817
1,1,0.515658,0,0.484342
1,0,0.520128,1,0.479872
1,1,0.509865,0,0.490135
1,0,0.500639,1,0.499361
1,1,0.506041,0,0.493959
1,1,0.520602,0,0.479398
1,0,0.532810,1,0.467190
1,0,0.549505,1,0.450495
1,1,0.512482,0,0.487518
1,1,0.581171,0,0.418829
1,1,0.565643,0,0.434357
1,1,0.551457,0,0.448543
1,1,0.541174,0,0.458826
1,0,0.501161,1,0.498839
1,1,0.504104,0,0.495896
1,1,0.508649,0,0.491351
1,1,0.535722,0,0.464278
1,1,0.552465,0,0.447535
1,0,0.622499,1,0.377501
1,1,0.509542,0,0.490458
1,1,0.541174,0,0.458826
1,0,1.000000,1,0.000000
1,1,0.519177,0,0.480823
1,1,0.500930,0,0.499070
1,1,0.515817,0,0.484183
1,0,0.518550,1,0.481450
1,0,1.000000,1,0.000000
1,1,0.503132,0,0.496868
1,0,0.501909,1,0.498091
1,1,0.520154,0,0.479846
1,1,0.522853,0,0.477147
1,0,0.601429,1,0.398571
1,0,0.543744,1,0.456256
1,1,0.573958,0,0.426042
1,1,0.599070,0,0.400930
1,0,0.537420,1,0.462580
1,1,0.533027,0,0.466973
1,0,0.537718,1,0.462282
1,1,0.515751,0,0.484249
1,1,0.513764,0,0.486236
1,1,0.541174,0,0.458826
1,0,0.500639,1,0.499361
1,1,0.515536,0,0.484464
1,1,0.524719,0,0.475281
1,1,0.503010,0,0.496990
1,1,0.535345,0,0.464655
1,1,0.565015,0,0.434985
1,0,0.755720,1,0.244280
1,0,0.500639,1,0.499361
1,0,0.578703,1,0.421297
1,1,0.639558,0,0.360442
1,0,0.504941,1,0.495059
1,1,0.532902,0,0.467098
1,1,0.540230,0,0.459770
1,1,0.527278,0,0.472722
1,1,0.544766,0,0.455234
1,1,0.522457,0,0.477543
1,0,0.511174,1,0.488826
1,1,0.537045,0,0.462955
1,1,0.567508,0,0.432492
1,1,0.519177,0,0.480823
1,1,0.537651,0,0.462349
1,0,0.506132,1,0.493868
1,1,0.512381,0,0.487619
1,1,0.541174,0,0.458826
1,0,0.833726,1,0.166274
1,0,0.583560,1,0.416440
1,1,0.508777,0,0.491223
1,1,0.537314,0,0.462686
1,1,0.513167,0,0.486833
1,1,0.541969,0,0.458031
1,1,0.532221,0,0.467779
1,1,0.526349,0,0.473651
1,1,0.585811,0,0.414189
1,1,0.515558,0,0.484442
1,1,0.522586,0,0.477414
1,0,0.501834,1,0.498166
1,1,0.517336,0,0.482664
1,1,0.567508,0,0.432492
1,1,0.511037,0,0.488963
1,1,0.579600,0,0.420400
1,0,1.000000,1,0.000000
1,0,0.515030,1,0.484970
1,0,0.513023,1,0.486977
1,1,0.514659,0,0.485341
1,0,0.689079,1,0.310921
1,0,0.515102,1,0.484898
1,0,0.520333,1,0.479667
1,1,0.546543,0,0.453457
1,1,0.523101,0,0.476899
1,0,0.644312,1,0.355688
1,1,0.537034,0,0.462966
1,1,0.508282,0,0.491718
1,1,0.529564,0,0.470436
1,0,0.503119,1,0.496881
1,0,0.547423,1,0.452577
1,1,0.560345,0,0.439655
1,0,0.500034,1,0.499966
1,1,0.536790,0,0.463210
1,1,0.535722,0,0.464278
1,1,0.513542,0,0.486458
1,1,0.503799,0,0.496201
1,0,0.548129,1,0.451871
1,1,0.508777,0,0.491223
1,0,0.527876,1,0.472124
1,0,0.588534,1,0.411466
1,1,0.514836,0,0.485164
1,1,0.581770,0,0.418230
1,1,0.522472,0,0.477528
1,1,0.530328,0,0.469672
1,0,0.521687,1,0.478313
1,1,0.509134,0,0.490866
1,0,0.519709,1,0.480291
1,0,0.510806,1,0.489194
1,0,0.689804,1,0.310196
1,1,0.515018,0,0.484982
1,1,0.537314,0,0.462686
1,1,0.541174,0,0.458826
1,0,0.519444,1,0.480556
1,1,0.533358,0,0.466642
1,1,0.509042,0,0.490958
1,1,0.616153,0,0.383847
1,1,0.500275,0,0.499725
1,1,0.530328,0,0.469672
1,0,1.000000,1,0.000000
1,0,0.644312,1,0.355688
1,1,0.535722,0,0.464278
1,0,0.501918,1,0.498082
1,1,0.513484,0,0.486516
1,1,0.541174,0,0.458826
1,0,0.541749,1,0.458251
1,1,0.541174,0,0.458826
1,1,0.541174,0,0.458826
1,1,0.541174,0,0.458826
1,1,0.532221,0,0.467779
1,1,0.502866,0,0.497134
1,0,0.514212,1,0.485788
1,0,0.510884,1,0.489116
1,1,0.518054,0,0.481946
1,1,0.506041,0,0.493959
1,1,0.518738,0,0.481262
1,1,0.508649,0,0.491351
1,1,0.541149,0,0.458851
1,0,0.507972,1,0.492028
1,1,0.532221,0,0.467779
1,1,0.522472,0,0.477528
1,1,0.541174,0,0.458826
1,1,0.581770,0,0.418230
1,1,0.520762,0,0.479238
1,1,0.537250,0,0.462750
1,1,0.537314,0,0.462686
1,1,0.511130,0,0.488870
1,1,0.525359,0,0.474641
1,1,0.622398,0,0.377602
1,0,0.521781,1,0.478219
1,1,0.534827,0,0.465173
1,1,0.541174,0,0.458826
1,0,0.587548,1,0.412452
1,1,0.518377,0,0.481623
1,1,0.508269,0,0.491731
1,1,0.502390,0,0.497610
1,1,0.524310,0,0.475690
1,1,0.572853,0,0.427147
1,0,0.531170,1,0.468830
1,1,0.517028,0,0.482972
0,0,0.569443,1,0.430557
0,0,0.528866,1,0.471134
0,1,0.509835,0,0.490165
0,1,0.592101,0,0.407899
0,0,0.543397,1,0.456603
0,0,0.833726,1,0.166274
0,0,1.000000,1,0.000000
0,1,0.541174,0,0.458826
0,0,1.000000,1,0.000000
0,1,0.508777,0,0.491223
0,1,0.501765,0,0.498235
0,0,1.000000,1,0.000000
0,1,0.541174,0,0.458826
0,1,0.513042,0,0.486958
0,1,0.510360,0,0.489640
0,1,0.518054,0,0.481946
0,0,0.640341,1,0.359659
0,0,1.000000,1,0.000000
0,0,0.833726,1,0.166274
0,0,0.533353,1,0.466647
0,0,0.527876,1,0.472124
0,1,0.522853,0,0.477147
0,1,0.531812,0,0.468188
0,0,0.501918,1,0.498082
0,1,0.515309,0,0.484691
0,0,0.583560,1,0.416440
0,0,0.768238,1,0.231762
0,1,0.535722,0,0.464278
0,1,0.513042,0,0.486958
0,0,0.556429,1,0.443571
0,0,0.532276,1,0.467724
0,0,0.622499,1,0.377501
0,1,0.504804,0,0.495196
0,0,0.555720,1,0.444280
0,1,0.505666,0,0.494334
0,1,0.510436,0,0.489564
0,0,0.727945,1,0.272055
0,0,0.574374,1,0.425626
0,0,0.541749,1,0.458251
0,1,0.532923,0,0.467077
0,0,0.508701,1,0.491299
0,1,0.514836,0,0.485164
0,0,0.539321,1,0.460679
0,1,0.604127,0,0.395873
0,0,0.833726,1,0.166274
0,1,0.523780,0,0.476220
0,0,0.640341,1,0.359659
0,0,0.545991,1,0.454009
0,0,0.513533,1,0.486467
0,0,0.531170,1,0.468830
0,0,0.518284,1,0.481716
0,0,0.648011,1,0.351989
0,0,0.833726,1,0.166274
0,1,0.525459,0,0.474541
0,0,0.833726,1,0.166274
0,1,0.522472,0,0.477528
0,0,0.627906,1,0.372094
0,0,0.583560,1,0.416440
0,1,0.639558,0,0.360442
0,0,0.514992,1,0.485008
0,0,0.537129,1,0.462871
0,1,0.581770,0,0.418230
0,0,0.586414,1,0.413586
0,0,0.541749,1,0.458251
0,0,0.526969,1,0.473031
0,1,0.534025,0,0.465975
0,1,0.583739,0,0.416261
0,0,0.601429,1,0.398571
0,0,0.521586,1,0.478414
0,0,0.546972,1,0.453028
0,0,1.000000,1,0.000000
0,0,0.689804,1,0.310196
0,0,0.571284,1,0.428716
0,0,0.601527,1,0.398473
0,1,0.518193,0,0.481807
0,0,0.524456,1,0.475544
0,0,0.567706,1,0.432294
0,0,1.000000,1,0.000000
0,1,0.541174,0,0.458826
0,0,0.602842,1,0.397158
0,0,0.566487,1,0.433513
0,0,0.537463,1,0.462537
0,1,0.509134,0,0.490866
0,0,1.000000,1,0.000000
0,1,0.521900,0,0.478100
0,0,1.000000,1,0.000000
0,1,0.515817,0,0.484183
0,0,0.513197,1,0.486803
0,0,0.762015,1,0.237985
0,0,0.531170,1,0.468830
0,0,1.000000,1,0.000000
0,1,0.506921,0,0.493079
0,1,0.513042,0,0.486958
0,0,0.523257,1,0.476743
0,1,0.541174,0,0.458826
0,1,0.505443,0,0.494557
0,0,0.502834,1,0.497166
0,0,0.529027,1,0.470973
0,1,0.515040,0,0.484960
0,0,0.750698,1,0.249302
0,1,0.541776,0,0.458224
0,0,0.501869,1,0.498131
0,0,0.527355,1,0.472645
0,1,0.517135,0,0.482865
0,1,0.517135,0,0.482865
0,1,0.515536,0,0.484464
0,0,0.547716,1,0.452284
0,0,0.568676,1,0.431324
0,0,0.520330,1,0.479670
0,0,0.508697,1,0.491303
0,0,0.519709,1,0.480291
0,0,0.602842,1,0.397158
0,0,0.586414,1,0.413586
0,0,0.507465,1,0.492535
0,0,0.535142,1,0.464858
0,0,0.574374,1,0.425626
0,0,0.506485,1,0.493515
0,1,0.533346,0,0.466654
0,0,0.586414,1,0.413586
0,0,0.555359,1,0.444641
0,0,0.541749,1,0.458251
0,1,0.541174,0,0.458826
0,1,0.522472,0,0.477528
0,0,0.529925,1,0.470075
0,0,0.541749,1,0.458251
0,0,0.644312,1,0.355688
0,1,0.533347,0,0.466653
0,0,0.513023,1,0.486977
0,1,0.535527,0,0.464473
0,1,0.513042,0,0.486958
0,0,0.504169,1,0.495831
0,1,0.541969,0,0.458031
0,0,0.586414,1,0.413586
0,0,0.670791,1,0.329209
0,0,0.518825,1,0.481175
0,1,0.514536,0,0.485464
0,1,0.541174,0,0.458826
0,0,0.622499,1,0.377501
0,1,0.526385,0,0.473615
0,1,0.531515,0,0.468485
0,0,0.531170,1,0.468830
0,0,0.534552,1,0.465448
0,0,0.519709,1,0.480291
0,0,0.689804,1,0.310196
0,0,1.000000,1,0.000000
0,0,0.768238,1,0.231762
0,0,0.584041,1,0.415959
0,1,0.516380,0,0.483620
0,1,0.558313,0,0.441687
0,0,0.522387,1,0.477613
0,0,0.586414,1,0.413586
0,0,0.519709,1,0.480291
0,0,0.500812,1,0.499188
0,1,0.510531,0,0.489469
0,1,0.553479,0,0.446521
0,0,0.524832,1,0.475168
0,1,0.500581,0,0.499419
0,0,1.000000,1,0.000000
0,1,0.525866,0,0.474134
0,1,0.516380,0,0.483620
0,1,0.521110,0,0.478890
0,1,0.517621,0,0.482379
0,0,0.833726,1,0.166274
0,1,0.512896,0,0.487104
0,0,0.519709,1,0.480291
0,0,1.000000,1,0.000000
0,0,1.000000,1,0.000000
0,1,0.500688,0,0.499312
0,1,0.506205,0,0.493795
0,0,0.622499,1,0.377501
0,0,1.000000,1,0.000000
0,0,0.564749,1,0.435251
0,1,0.561916,0,0.438084
0,1,0.560605,0,0.439395
0,0,0.501346,1,0.498654
0,0,0.833726,1,0.166274
0,0,0.603877,1,0.396123
0,1,0.531515,0,0.468485
0,1,0.521489,0,0.478511
0,0,0.547666,1,0.452334
0,0,0.833726,1,0.166274
0,0,0.511751,1,0.488249
0,1,0.541174,0,0.458826
0,0,0.515096,1,0.484904
0,0,0.586414,1,0.413586
0,0,0.792104,1,0.207896
0,1,0.515536,0,0.484464
0,0,0.644312,1,0.355688
0,1,0.572500,0,0.427500
0,1,0.533338,0,0.466662
0,0,0.554037,1,0.445963
0,1,0.532221,0,0.467779
0,0,0.603635,1,0.396365
0,0,0.515166,1,0.484834
0,0,0.595938,1,0.404062
0,1,0.532923,0,0.467077
0,1,0.512637,0,0.487363
0,0,0.520416,1,0.479584
0,1,0.555280,0,0.444720
0,0,0.550695,1,0.449305
0,1,0.541174,0,0.458826
0,0,0.555359,1,0.444641
0,1,0.541969,0,0.458031
0,0,0.833726,1,0.166274
0,1,0.529918,0,0.470082
0,1,0.507109,0,0.492891
0,0,0.700680,1,0.299320
0,0,1.000000,1,0.000000
0,1,0.541174,0,0.458826
0,0,0.526747,1,0.473253
0,1,0.639558,0,0.360442
0,0,1.000000,1,0.000000
0,0,1.000000,1,0.000000
0,0,0.519863,1,0.480137
0,0,0.531170,1,0.468830
0,0,0.529997,1,0.470003
0,0,0.585078,1,0.414922
0,0,0.503509,1,0.496491
0,1,0.521841,0,0.478159
0,0,0.542271,1,0.457729
0,0,0.652530,1,0.347470
0,0,0.660597,1,0.339403
0,0,0.511174,1,0.488826
0,1,0.518054,0,0.481946
0,1,0.503234,0,0.496766
0,0,1.000000,1,0.000000
0,1,0.541174,0,0.458826
0,0,0.512164,1,0.487836
0,1,0.511386,0,0.488614
0,1,0.541174,0,0.458826
0,0,0.506554,1,0.493446
0,1,0.573958,0,0.426042
0,1,0.541174,0,0.458826
0,0,0.605783,1,0.394217
0,0,0.548129,1,0.451871
0,0,0.548129,1,0.451871
0,0,0.554485,1,0.445515
0,0,1.000000,1,0.000000
0,0,0.586414,1,0.413586
0,0,0.532209,1,0.467791
0,1,0.552630,0,0.447370
0,0,0.535142,1,0.464858
0,0,0.521144,1,0.478856
0,1,0.566525,0,0.433475
0,0,0.508951,1,0.491049
0,1,0.550740,0,0.449260
0,1,0.503502,0,0.496498
0,1,0.604622,0,0.395378
0,0,0.527104,1,0.472896
0,1,0.541174,0,0.458826
0,0,1.000000,1,0.000000
0,1,0.523880,0,0.476120
0,0,0.502671,1,0.497329
0,1,0.536331,0,0.463669
0,0,0.603635,1,0.396365
0,0,0.558753,1,0.441247
0,1,0.503132,0,0.496868
0,0,0.586414,1,0.413586
0,1,0.517142,0,0.482858
0,0,0.539416,1,0.460584
0,1,0.581770,0,0.418230
0,1,0.504804,0,0.495196
0,1,0.514836,0,0.485164
0,0,0.517173,1,0.482827
0,0,0.501346,1,0.498654
0,1,0.581770,0,0.418230
0,1,0.505990,0,0.494010
0,0,1.000000,1,0.000000
0,1,0.515197,0,0.484803
0,1,0.536778,0,0.463222
0,1,0.512162,0,0.487838
0,0,0.542769,1,0.457231
0,0,0.504956,1,0.495044
0,0,0.535759,1,0.464241
0,0,0.543533,1,0.456467
0,1,0.541174,0,0.458826
0,0,0.688655,1,0.311345
0,1,0.565643,0,0.434357
0,1,0.500625,0,0.499375
0,0,1.000000,1,0.000000
0,1,0.552630,0,0.447370
0,1,0.500536,0,0.499464
0,0,0.583560,1,0.416440
0,1,0.541174,0,0.458826
0,1,0.523880,0,0.476120
0,0,0.670791,1,0.329209
0,1,0.517173,0,0.482827
0,0,0.516418,1,0.483582
0,0,1.000000,1,0.000000
0,1,0.523617,0,0.476383
0,0,0.508323,1,0.491677
0,0,0.833726,1,0.166274
0,1,0.541174,0,0.458826
0,0,0.519709,1,0.480291
0,0,0.586414,1,0.413586
0,1,0.510547,0,0.489453
0,0,0.670791,1,0.329209
0,1,0.528221,0,0.471779
0,0,0.586414,1,0.413586
0,1,0.502866,0,0.497134
0,0,0.601429,1,0.398571
0,0,0.560076,1,0.439924
0,1,0.501644,0,0.498356
0,0,0.511757,1,0.488243
0,1,0.520489,0,0.479511
0,0,0.597374,1,0.402626
0,0,0.689804,1,0.310196
0,0,0.551197,1,0.448803
0,1,0.553479,0,0.446521
0,0,0.532276,1,0.467724
0,0,0.562000,1,0.438000
0,0,0.528866,1,0.471134
0,1,0.519126,0,0.480874
0,0,0.554485,1,0.445515
0,0,0.619947,1,0.380053
0,0,0.562008,1,0.437992
0,0,0.565332,1,0.434668
0,1,0.511130,0,0.488870
0,0,1.000000,1,0.000000
0,1,0.539149,0,0.460851
0,0,0.504956,1,0.495044
0,0,0.541515,1,0.458485
0,1,0.500197,0,0.499803
0,0,0.586414,1,0.413586
0,0,1.000000,1,0.000000
