y,y_pred,y_pred_prob,oth_pred,oth_pred_prob
1,1,0.537868,0,0.462132
1,1,0.550015,0,0.449985
1,1,0.513699,0,0.486301
1,1,0.503670,0,0.496330
1,1,0.500164,0,0.499836
1,1,0.507221,0,0.492779
1,0,0.508145,1,0.491855
1,1,0.511995,0,0.488005
1,1,0.503139,0,0.496861
1,1,0.516391,0,0.483609
1,0,0.523453,1,0.476547
1,1,0.530047,0,0.469953
1,1,0.963065,0,0.036935
1,1,0.520815,0,0.479185
1,1,0.545633,0,0.454367
1,1,0.532266,0,0.467734
1,1,0.510976,0,0.489024
1,0,0.519685,1,0.480315
1,1,0.506104,0,0.493896
1,1,0.540662,0,0.459338
1,1,0.531624,0,0.468376
1,1,0.501440,0,0.498560
1,1,0.501924,0,0.498076
1,1,0.524255,0,0.475745
1,1,0.504806,0,0.495194
1,1,0.553232,0,0.446768
1,0,0.532730,1,0.467270
1,1,0.590417,0,0.409583
1,1,0.532266,0,0.467734
1,0,0.502601,1,0.497399
1,1,0.516384,0,0.483616
1,1,0.515702,0,0.484298
1,0,0.614295,1,0.385705
1,1,0.540011,0,0.459989
1,0,0.523780,1,0.476220
1,0,0.507860,1,0.492140
1,1,0.514777,0,0.485223
1,0,0.511773,1,0.488227
1,1,0.527820,0,0.472180
1,1,0.515159,0,0.484841
1,1,0.511944,0,0.488056
1,1,0.508408,0,0.491592
1,0,0.682749,1,0.317251
1,0,0.508218,1,0.491782
1,0,0.557116,1,0.442884
1,1,0.555599,0,0.444401
1,1,0.507221,0,0.492779
1,0,0.542972,1,0.457028
1,0,0.512354,1,0.487646
1,0,1.000000,1,0.000000
1,0,0.525426,1,0.474574
1,1,0.518228,0,0.481772
1,1,0.526410,0,0.473590
1,1,0.511058,0,0.488942
1,0,0.571236,1,0.428764
1,1,0.571826,0,0.428174
1,1,0.522951,0,0.477049
1,0,0.560562,1,0.439438
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.544982,0,0.455018
1,1,0.507009,0,0.492991
1,1,0.527240,0,0.472760
1,0,0.542972,1,0.457028
1,1,0.533878,0,0.466122
1,1,0.880887,0,0.119113
1,0,0.525074,1,0.474926
1,1,0.521479,0,0.478521
1,1,0.516720,0,0.483280
1,0,0.774021,1,0.225979
1,1,0.513416,0,0.486584
1,0,0.540268,1,0.459732
1,1,0.511311,0,0.488689
1,1,0.543641,0,0.456359
1,1,0.721412,0,0.278588
1,0,0.566417,1,0.433583
1,1,0.525475,0,0.474525
1,0,0.530543,1,0.469457
1,1,0.520451,0,0.479549
1,0,0.505393,1,0.494607
1,0,0.511194,1,0.488806
1,1,0.529259,0,0.470741
1,1,0.515945,0,0.484055
1,0,0.511146,1,0.488854
1,0,0.563177,1,0.436823
1,0,0.608286,1,0.391714
1,1,0.508570,0,0.491430
1,1,0.534399,0,0.465601
1,1,0.509800,0,0.490200
1,1,0.525475,0,0.474525
1,1,0.521112,0,0.478888
1,1,0.526618,0,0.473382
1,0,0.525074,1,0.474926
1,1,0.593983,0,0.406017
1,1,0.553530,0,0.446470
1,0,0.713663,1,0.286337
1,0,0.513631,1,0.486369
1,1,0.504708,0,0.495292
1,1,0.500818,0,0.499182
1,0,0.528954,1,0.471046
1,1,0.534098,0,0.465902
1,1,0.510409,0,0.489591
1,0,0.530543,1,0.469457
1,1,0.534399,0,0.465601
1,0,0.516920,1,0.483080
1,1,0.510808,0,0.489192
1,1,0.520405,0,0.479595
1,1,0.512717,0,0.487283
1,0,0.774021,1,0.225979
1,0,0.530543,1,0.469457
1,1,0.526410,0,0.473590
1,0,0.549846,1,0.450154
1,1,0.584959,0,0.415041
1,0,0.525426,1,0.474574
1,1,0.527296,0,0.472704
1,0,0.578303,1,0.421697
1,1,0.834820,0,0.165180
1,1,0.574058,0,0.425942
1,1,0.531075,0,0.468925
1,1,0.543483,0,0.456517
1,1,0.511413,0,0.488587
1,1,0.543483,0,0.456517
1,1,0.513068,0,0.486932
1,1,0.550015,0,0.449985
1,1,0.517147,0,0.482853
1,1,0.518389,0,0.481611
1,0,0.502620,1,0.497380
1,1,0.517939,0,0.482061
1,1,0.502525,0,0.497475
1,1,0.583161,0,0.416839
1,1,0.647292,0,0.352708
1,0,1.000000,1,0.000000
1,0,0.608286,1,0.391714
1,1,0.500818,0,0.499182
1,1,0.549778,0,0.450222
1,0,0.534501,1,0.465499
1,0,0.560562,1,0.439438
1,1,0.647292,0,0.352708
1,0,0.595651,1,0.404349
1,1,0.529687,0,0.470313
1,0,0.522753,1,0.477247
1,1,0.547101,0,0.452899
1,1,0.539824,0,0.460176
1,1,0.880887,0,0.119113
1,1,0.545899,0,0.454101
1,1,0.509660,0,0.490340
1,1,0.509661,0,0.490339
1,1,0.596261,0,0.403739
1,1,0.524005,0,0.475995
1,0,0.563177,1,0.436823
1,1,0.508548,0,0.491452
1,1,0.880887,0,0.119113
1,1,0.530859,0,0.469141
1,1,0.515524,0,0.484476
1,1,0.508839,0,0.491161
1,1,0.529627,0,0.470373
1,1,0.507720,0,0.492280
1,0,0.590174,1,0.409826
1,1,0.508570,0,0.491430
1,1,0.550015,0,0.449985
1,1,0.517403,0,0.482597
1,0,0.608286,1,0.391714
1,1,0.514174,0,0.485826
1,1,0.880887,0,0.119113
1,1,0.511944,0,0.488056
1,1,0.511584,0,0.488416
1,1,0.530616,0,0.469384
1,1,0.512115,0,0.487885
1,0,1.000000,1,0.000000
1,0,0.535599,1,0.464401
1,1,0.528549,0,0.471451
1,1,0.511370,0,0.488630
1,1,0.536704,0,0.463296
1,1,0.880887,0,0.119113
1,1,0.544605,0,0.455395
1,1,0.552809,0,0.447191
1,1,0.564710,0,0.435290
1,0,0.510628,1,0.489372
1,1,0.523799,0,0.476201
1,1,0.504376,0,0.495624
1,0,0.508105,1,0.491895
1,1,0.502000,0,0.498000
1,1,0.512225,0,0.487775
1,1,0.519255,0,0.480745
1,0,1.000000,1,0.000000
1,1,0.552328,0,0.447672
1,1,0.579534,0,0.420466
1,1,0.510172,0,0.489828
1,1,0.514777,0,0.485223
1,1,0.523799,0,0.476201
1,0,0.590174,1,0.409826
1,1,0.538888,0,0.461112
1,0,1.000000,1,0.000000
1,1,0.505341,0,0.494659
1,0,0.525355,1,0.474645
1,1,0.503139,0,0.496861
1,1,0.513108,0,0.486892
1,1,0.550898,0,0.449102
1,0,0.512683,1,0.487317
1,1,0.517551,0,0.482449
1,1,0.577699,0,0.422301
1,1,0.534713,0,0.465287
1,1,0.564127,0,0.435873
1,1,0.514835,0,0.485165
1,0,1.000000,1,0.000000
1,0,0.559738,1,0.440262
1,0,0.522384,1,0.477616
1,1,0.562244,0,0.437756
1,1,0.553997,0,0.446003
1,1,0.599597,0,0.400403
1,1,0.553236,0,0.446764
1,1,0.507221,0,0.492779
1,1,0.507009,0,0.492991
1,1,0.510521,0,0.489479
1,0,1.000000,1,0.000000
1,1,0.524287,0,0.475713
1,0,0.713663,1,0.286337
1,1,0.510104,0,0.489896
1,0,0.571236,1,0.428764
1,1,0.509309,0,0.490691
1,1,0.519919,0,0.480081
1,0,0.535084,1,0.464916
1,0,0.555259,1,0.444741
1,0,0.522753,1,0.477247
1,1,0.588037,0,0.411963
1,1,0.527493,0,0.472507
1,1,0.561126,0,0.438874
1,1,0.596261,0,0.403739
1,0,0.519115,1,0.480885
1,1,0.691239,0,0.308761
1,1,0.504017,0,0.495983
1,1,0.526618,0,0.473382
1,1,0.501753,0,0.498247
1,1,0.504944,0,0.495056
1,1,0.621859,0,0.378141
1,1,0.529259,0,0.470741
1,1,0.515026,0,0.484974
1,1,0.539008,0,0.460992
1,1,0.503561,0,0.496439
1,1,0.511695,0,0.488305
1,1,0.517937,0,0.482063
1,0,0.517880,1,0.482120
1,1,0.512337,0,0.487663
1,1,0.508570,0,0.491430
1,1,0.501572,0,0.498428
1,1,0.549293,0,0.450707
1,0,0.538679,1,0.461321
1,1,0.525475,0,0.474525
1,0,0.525426,1,0.474574
1,1,0.518905,0,0.481095
1,1,0.506750,0,0.493250
1,1,0.514522,0,0.485478
1,1,0.505278,0,0.494722
1,1,0.593762,0,0.406238
1,1,0.507510,0,0.492490
1,1,0.533149,0,0.466851
1,0,0.509960,1,0.490040
1,1,0.579581,0,0.420419
1,1,0.507805,0,0.492195
1,0,0.523433,1,0.476567
1,1,0.527429,0,0.472571
1,1,0.557314,0,0.442686
1,1,0.519186,0,0.480814
1,1,0.584692,0,0.415308
1,0,0.525668,1,0.474332
1,1,0.541094,0,0.458906
1,1,0.526103,0,0.473897
1,1,0.510172,0,0.489828
1,0,0.555721,1,0.444279
1,1,0.593983,0,0.406017
1,0,0.548635,1,0.451365
1,1,0.513813,0,0.486187
1,1,0.540662,0,0.459338
1,1,0.508570,0,0.491430
1,0,1.000000,1,0.000000
1,1,0.834820,0,0.165180
1,1,0.513131,0,0.486869
1,0,0.646162,1,0.353838
1,1,0.555485,0,0.444515
1,1,0.521453,0,0.478547
1,0,1.000000,1,0.000000
1,0,0.525426,1,0.474574
1,1,0.513971,0,0.486029
1,0,0.549925,1,0.450075
1,1,0.719486,0,0.280514
1,1,0.503954,0,0.496046
1,1,0.516225,0,0.483775
1,0,0.506754,1,0.493246
1,1,0.529666,0,0.470334
1,1,0.532164,0,0.467836
1,1,0.508652,0,0.491348
1,1,0.526747,0,0.473253
1,1,0.518228,0,0.481772
1,0,0.526280,1,0.473720
1,1,0.526093,0,0.473907
1,0,0.590174,1,0.409826
1,1,0.511834,0,0.488166
1,1,0.510172,0,0.489828
1,1,0.510694,0,0.489306
1,1,0.509089,0,0.490911
1,0,0.590174,1,0.409826
1,1,0.513046,0,0.486954
1,1,0.593762,0,0.406238
1,1,0.577310,0,0.422690
1,1,0.596317,0,0.403683
1,0,0.502154,1,0.497846
1,1,0.569997,0,0.430003
1,1,0.541175,0,0.458825
1,1,0.513474,0,0.486526
1,1,0.517939,0,0.482061
1,1,0.525708,0,0.474292
1,1,0.508514,0,0.491486
1,1,0.507838,0,0.492162
1,1,0.563226,0,0.436774
1,0,0.520985,1,0.479015
1,1,0.514777,0,0.485223
1,0,0.531555,1,0.468445
1,0,0.508064,1,0.491936
1,1,0.534399,0,0.465601
1,1,0.517175,0,0.482825
1,1,0.529259,0,0.470741
1,1,0.524287,0,0.475713
1,1,0.503549,0,0.496451
1,1,0.520187,0,0.479813
1,0,0.525812,1,0.474188
1,1,0.584151,0,0.415849
1,0,1.000000,1,0.000000
1,1,0.553530,0,0.446470
1,0,0.511194,1,0.488806
1,0,0.504275,1,0.495725
1,0,0.558185,1,0.441815
1,1,0.539860,0,0.460140
1,1,0.579581,0,0.420419
1,0,0.551843,1,0.448157
1,1,0.529259,0,0.470741
1,1,0.517939,0,0.482061
1,1,0.533038,0,0.466962
1,1,0.528465,0,0.471535
1,1,0.525708,0,0.474292
1,0,0.525355,1,0.474645
1,0,0.525426,1,0.474574
1,0,0.503484,1,0.496516
1,0,0.522753,1,0.477247
1,0,0.519670,1,0.480330
1,1,0.504363,0,0.495637
1,0,1.000000,1,0.000000
1,1,0.659590,0,0.340410
1,1,0.789450,0,0.210550
1,1,0.525708,0,0.474292
1,1,0.515681,0,0.484319
1,1,0.507009,0,0.492991
1,1,0.593762,0,0.406238
1,0,0.503660,1,0.496340
1,0,1.000000,1,0.000000
1,0,0.507326,1,0.492674
1,1,0.550015,0,0.449985
1,1,0.500248,0,0.499752
1,1,0.526103,0,0.473897
1,1,0.517801,0,0.482199
1,0,0.501782,1,0.498218
1,1,0.525475,0,0.474525
1,1,0.569164,0,0.430836
1,1,0.593762,0,0.406238
1,1,0.543669,0,0.456331
1,0,0.536313,1,0.463687
1,1,0.510790,0,0.489210
1,1,0.506750,0,0.493250
1,1,0.529630,0,0.470370
1,0,0.505138,1,0.494862
1,1,0.517979,0,0.482021
1,1,0.526352,0,0.473648
1,1,0.541094,0,0.458906
1,0,0.526397,1,0.473603
1,1,0.513209,0,0.486791
1,0,0.561416,1,0.438584
1,0,0.511032,1,0.488968
1,1,0.601423,0,0.398577
1,1,0.559739,0,0.440261
1,1,0.503139,0,0.496861
1,1,0.531958,0,0.468042
1,1,0.527018,0,0.472982
1,1,0.656699,0,0.343301
1,0,0.514421,1,0.485579
1,1,0.513313,0,0.486687
1,1,0.526103,0,0.473897
1,1,0.560705,0,0.439295
1,1,0.525708,0,0.474292
1,1,0.529281,0,0.470719
1,0,0.548635,1,0.451365
1,0,0.523172,1,0.476828
1,1,0.512337,0,0.487663
1,1,0.584692,0,0.415308
1,1,0.516000,0,0.484000
1,1,0.523150,0,0.476850
1,1,0.544982,0,0.455018
1,1,0.518228,0,0.481772
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.513153,0,0.486847
1,1,0.514594,0,0.485406
1,1,0.507972,0,0.492028
1,0,0.514636,1,0.485364
1,1,0.531141,0,0.468859
1,1,0.506697,0,0.493303
1,1,0.525868,0,0.474132
1,1,0.566473,0,0.433527
1,1,0.509891,0,0.490109
1,1,0.521093,0,0.478907
1,0,0.503923,1,0.496077
1,1,0.522094,0,0.477906
1,0,0.519315,1,0.480685
1,1,0.522886,0,0.477114
1,1,0.621859,0,0.378141
1,0,0.508218,1,0.491782
1,1,0.526103,0,0.473897
1,0,0.541338,1,0.458662
1,1,0.646500,0,0.353500
1,0,0.590174,1,0.409826
1,1,0.703967,0,0.296033
1,1,0.599426,0,0.400574
1,1,0.533149,0,0.466851
1,0,0.558185,1,0.441815
1,0,0.511194,1,0.488806
1,1,0.515816,0,0.484184
1,1,0.528549,0,0.471451
1,1,0.549293,0,0.450707
1,1,0.531707,0,0.468293
1,1,0.539745,0,0.460255
1,0,0.500161,1,0.499839
1,1,0.508570,0,0.491430
1,0,1.000000,1,0.000000
1,1,0.503897,0,0.496103
1,1,0.553530,0,0.446470
1,0,0.512683,1,0.487317
1,1,0.510808,0,0.489192
1,1,0.507009,0,0.492991
1,1,0.526830,0,0.473170
1,0,0.542236,1,0.457764
1,1,0.558292,0,0.441708
1,1,0.553236,0,0.446764
1,1,0.880887,0,0.119113
1,0,0.506205,1,0.493795
1,1,0.541426,0,0.458574
1,1,0.540662,0,0.459338
1,1,0.571826,0,0.428174
1,1,0.599597,0,0.400403
1,1,0.547208,0,0.452792
1,1,0.541426,0,0.458574
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.540338,0,0.459662
1,1,0.512337,0,0.487663
1,1,0.543669,0,0.456331
1,1,0.526973,0,0.473027
1,1,0.559852,0,0.440148
1,1,0.505341,0,0.494659
1,1,0.540735,0,0.459265
1,1,0.524743,0,0.475257
1,1,0.511944,0,0.488056
1,0,0.506125,1,0.493875
1,1,0.509805,0,0.490195
1,1,0.561749,0,0.438251
1,1,0.518228,0,0.481772
1,1,0.526103,0,0.473897
1,0,1.000000,1,0.000000
1,1,0.504992,0,0.495008
1,0,0.501258,1,0.498742
1,0,0.525426,1,0.474574
1,1,0.505224,0,0.494776
1,1,0.627929,0,0.372071
1,1,0.507118,0,0.492882
1,1,0.530752,0,0.469248
1,0,0.607341,1,0.392659
1,1,0.525628,0,0.474372
1,1,0.500048,0,0.499952
1,0,0.507814,1,0.492186
1,1,0.637690,0,0.362310
1,0,0.530543,1,0.469457
1,1,0.560259,0,0.439741
1,1,0.517400,0,0.482600
1,1,0.540735,0,0.459265
1,0,0.525426,1,0.474574
1,0,1.000000,1,0.000000
1,0,0.523301,1,0.476699
1,1,0.508570,0,0.491430
1,1,0.585132,0,0.414868
1,1,0.524743,0,0.475257
1,1,0.529044,0,0.470956
1,0,0.532722,1,0.467278
1,1,0.566868,0,0.433132
1,1,0.528014,0,0.471986
1,1,0.535746,0,0.464254
1,1,0.514777,0,0.485223
1,0,0.713663,1,0.286337
1,1,0.520269,0,0.479731
1,1,0.519953,0,0.480047
1,1,0.521451,0,0.478549
1,1,0.507536,0,0.492464
1,1,0.508514,0,0.491486
1,1,0.517393,0,0.482607
1,1,0.532716,0,0.467284
1,1,0.508582,0,0.491418
1,0,0.548641,1,0.451359
1,1,0.579581,0,0.420419
1,0,0.527362,1,0.472638
1,0,0.525064,1,0.474936
1,1,0.553236,0,0.446764
1,1,0.512717,0,0.487283
1,1,0.551425,0,0.448575
1,1,0.531840,0,0.468160
1,1,0.504426,0,0.495574
1,0,1.000000,1,0.000000
1,0,0.547778,1,0.452222
1,1,0.508586,0,0.491414
1,0,0.503681,1,0.496319
1,1,0.522029,0,0.477971
1,0,0.513774,1,0.486226
1,1,0.516000,0,0.484000
1,1,0.502842,0,0.497158
1,1,0.542881,0,0.457119
1,1,0.637690,0,0.362310
1,0,0.520785,1,0.479215
1,0,0.614295,1,0.385705
1,0,0.511194,1,0.488806
1,0,0.502620,1,0.497380
1,1,0.514174,0,0.485826
1,1,0.507307,0,0.492693
1,0,0.542972,1,0.457028
1,1,0.525868,0,0.474132
1,1,0.510172,0,0.489828
1,0,0.537128,1,0.462872
1,0,0.523833,1,0.476167
1,1,0.539824,0,0.460176
1,0,0.506125,1,0.493875
1,1,0.526410,0,0.473590
1,1,0.543669,0,0.456331
1,1,0.512337,0,0.487663
1,1,0.501340,0,0.498660
1,1,0.524135,0,0.475865
1,0,0.580217,1,0.419783
1,1,0.507755,0,0.492245
1,1,0.525475,0,0.474525
1,1,0.505867,0,0.494133
1,1,0.506507,0,0.493493
1,0,1.000000,1,0.000000
1,1,0.556827,0,0.443173
1,1,0.506279,0,0.493721
1,1,0.536704,0,0.463296
1,1,0.691239,0,0.308761
1,1,0.513813,0,0.486187
1,1,0.510104,0,0.489896
1,1,0.539824,0,0.460176
1,1,0.532266,0,0.467734
1,1,0.540735,0,0.459265
1,1,0.543669,0,0.456331
1,1,0.543483,0,0.456517
1,0,1.000000,1,0.000000
1,0,0.529517,1,0.470483
1,1,0.514151,0,0.485849
1,1,0.514777,0,0.485223
1,0,0.530543,1,0.469457
1,0,0.563177,1,0.436823
1,0,1.000000,1,0.000000
1,1,0.553530,0,0.446470
1,1,0.507864,0,0.492136
1,1,0.617012,0,0.382988
1,1,0.534032,0,0.465968
1,0,0.514421,1,0.485579
1,0,0.530543,1,0.469457
1,1,0.525708,0,0.474292
1,1,0.534755,0,0.465245
1,0,0.512575,1,0.487425
1,0,1.000000,1,0.000000
1,1,0.515679,0,0.484321
1,0,0.519685,1,0.480315
1,0,0.530543,1,0.469457
1,1,0.530646,0,0.469354
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.521288,0,0.478712
1,1,0.507006,0,0.492994
1,1,0.525475,0,0.474525
1,0,0.508696,1,0.491304
1,0,0.509097,1,0.490903
1,0,0.576533,1,0.423467
1,0,0.507366,1,0.492634
1,1,0.525336,0,0.474664
1,0,0.534501,1,0.465499
1,1,0.552433,0,0.447567
1,0,0.504788,1,0.495212
1,1,0.553530,0,0.446470
1,0,1.000000,1,0.000000
1,1,0.538419,0,0.461581
1,1,0.508514,0,0.491486
1,1,0.527429,0,0.472571
1,1,0.880887,0,0.119113
1,1,0.564900,0,0.435100
1,0,0.509855,1,0.490145
1,1,0.526973,0,0.473027
1,0,0.548641,1,0.451359
1,1,0.519493,0,0.480507
1,0,0.537128,1,0.462872
1,1,0.555275,0,0.444725
1,1,0.515658,0,0.484342
1,1,0.532223,0,0.467777
1,1,0.511456,0,0.488544
1,1,0.647292,0,0.352708
1,1,0.522029,0,0.477971
1,1,0.513474,0,0.486526
1,0,0.522384,1,0.477616
1,1,0.531840,0,0.468160
1,1,0.525708,0,0.474292
1,1,0.517328,0,0.482672
1,1,0.545357,0,0.454643
1,1,0.507221,0,0.492779
1,0,0.571460,1,0.428540
1,1,0.519774,0,0.480226
1,1,0.530271,0,0.469729
1,0,1.000000,1,0.000000
1,0,0.623820,1,0.376180
1,1,0.520779,0,0.479221
1,1,0.522530,0,0.477470
1,1,0.504459,0,0.495541
1,1,0.503712,0,0.496288
1,0,1.000000,1,0.000000
1,1,0.510871,0,0.489129
1,0,0.507935,1,0.492065
1,0,0.509462,1,0.490538
1,1,0.526103,0,0.473897
1,1,0.522951,0,0.477049
1,1,0.534032,0,0.465968
1,0,0.504275,1,0.495725
1,0,0.563177,1,0.436823
1,1,0.515060,0,0.484940
1,0,0.507392,1,0.492608
1,1,0.512729,0,0.487271
1,1,0.512337,0,0.487663
1,0,0.531225,1,0.468775
1,1,0.517283,0,0.482717
1,1,0.533149,0,0.466851
1,1,0.542011,0,0.457989
1,1,0.502791,0,0.497209
1,0,0.501411,1,0.498589
1,1,0.529259,0,0.470741
1,1,0.524545,0,0.475455
1,1,0.529259,0,0.470741
1,0,0.502049,1,0.497951
1,0,0.561416,1,0.438584
1,1,0.505542,0,0.494458
1,1,0.515676,0,0.484324
1,1,0.550015,0,0.449985
1,1,0.542829,0,0.457171
1,1,0.549647,0,0.450353
1,0,1.000000,1,0.000000
1,0,0.512575,1,0.487425
1,1,0.551327,0,0.448673
1,0,0.514566,1,0.485434
1,0,0.544104,1,0.455896
1,1,0.515681,0,0.484319
1,1,0.596261,0,0.403739
1,1,0.525708,0,0.474292
1,1,0.605326,0,0.394674
1,1,0.637690,0,0.362310
1,1,0.514594,0,0.485406
1,1,0.594467,0,0.405533
1,1,0.533149,0,0.466851
1,1,0.533149,0,0.466851
1,1,0.584151,0,0.415849
1,1,0.507394,0,0.492606
1,1,0.508514,0,0.491486
1,1,0.507429,0,0.492571
1,0,0.522384,1,0.477616
1,1,0.511556,0,0.488444
1,1,0.514385,0,0.485615
1,1,0.519595,0,0.480405
1,0,1.000000,1,0.000000
1,0,0.520476,1,0.479524
1,0,1.000000,1,0.000000
1,0,0.510490,1,0.489510
1,1,0.526458,0,0.473542
1,1,0.524135,0,0.475865
1,1,0.566955,0,0.433045
1,0,1.000000,1,0.000000
1,0,0.554229,1,0.445771
1,1,0.550015,0,0.449985
1,1,0.531405,0,0.468595
1,1,0.530821,0,0.469179
1,0,0.522753,1,0.477247
1,1,0.516011,0,0.483989
1,1,0.508570,0,0.491430
1,1,0.502852,0,0.497148
1,1,0.525475,0,0.474525
1,1,0.503339,0,0.496661
1,1,0.529766,0,0.470234
1,1,0.512641,0,0.487359
1,1,0.583161,0,0.416839
1,1,0.500918,0,0.499082
1,1,0.524287,0,0.475713
1,1,0.583475,0,0.416525
1,0,1.000000,1,0.000000
1,1,0.532399,0,0.467601
1,1,0.560009,0,0.439991
1,1,0.647292,0,0.352708
1,0,0.538514,1,0.461486
1,1,0.529259,0,0.470741
1,1,0.534032,0,0.465968
1,0,0.507326,1,0.492674
1,0,0.564870,1,0.435130
1,1,0.504849,0,0.495151
1,0,0.525355,1,0.474645
1,1,0.500321,0,0.499679
1,1,0.929516,0,0.070484
1,0,0.774021,1,0.225979
1,1,0.511311,0,0.488689
1,1,0.637690,0,0.362310
1,1,0.530086,0,0.469914
1,1,0.524255,0,0.475745
1,0,1.000000,1,0.000000
1,1,0.538778,0,0.461222
1,1,0.593983,0,0.406017
1,1,0.660851,0,0.339149
1,1,0.963065,0,0.036935
1,1,0.509198,0,0.490802
1,1,0.738970,0,0.261030
1,1,0.525708,0,0.474292
1,1,0.558056,0,0.441944
1,1,0.532223,0,0.467777
1,0,1.000000,1,0.000000
1,1,0.535205,0,0.464795
1,1,0.512337,0,0.487663
1,1,0.526103,0,0.473897
1,1,0.574183,0,0.425817
1,1,0.508570,0,0.491430
1,0,1.000000,1,0.000000
1,1,0.556827,0,0.443173
1,1,0.516000,0,0.484000
1,1,0.516208,0,0.483792
1,1,0.500292,0,0.499708
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.530906,0,0.469094
1,0,0.502414,1,0.497586
1,1,0.541295,0,0.458705
1,1,0.533161,0,0.466839
1,0,0.505827,1,0.494173
1,0,1.000000,1,0.000000
1,1,0.550898,0,0.449102
1,0,0.512875,1,0.487125
1,1,0.605326,0,0.394674
1,1,0.584692,0,0.415308
1,0,0.543828,1,0.456172
1,0,0.564870,1,0.435130
1,0,0.507492,1,0.492508
1,1,0.569673,0,0.430327
1,0,1.000000,1,0.000000
1,1,0.500332,0,0.499668
1,1,0.504646,0,0.495354
1,1,0.542533,0,0.457467
1,1,0.525475,0,0.474525
1,1,0.539824,0,0.460176
1,0,0.590174,1,0.409826
1,0,1.000000,1,0.000000
1,1,0.584151,0,0.415849
1,1,0.520269,0,0.479731
1,0,0.510419,1,0.489581
1,1,0.526500,0,0.473500
1,1,0.540378,0,0.459622
1,1,0.611961,0,0.388039
1,0,1.000000,1,0.000000
1,1,0.530086,0,0.469914
1,0,0.500800,1,0.499200
1,1,0.510172,0,0.489828
1,1,0.524135,0,0.475865
1,1,0.512100,0,0.487900
1,1,0.508586,0,0.491414
1,1,0.533161,0,0.466839
1,1,0.526358,0,0.473642
1,0,0.500312,1,0.499688
1,1,0.506807,0,0.493193
1,1,0.530752,0,0.469248
1,1,0.511456,0,0.488544
1,1,0.520935,0,0.479065
1,1,0.506534,0,0.493466
1,1,0.521820,0,0.478180
1,1,0.543669,0,0.456331
1,0,0.504788,1,0.495212
1,0,0.513914,1,0.486086
1,1,0.517147,0,0.482853
1,0,0.511600,1,0.488400
1,0,0.512494,1,0.487506
1,0,0.538716,1,0.461284
1,1,0.523799,0,0.476201
