y,y_pred,y_pred_prob,oth_pred,oth_pred_prob
1,1,0.521514,0,0.478486
1,0,0.619947,1,0.380053
1,0,0.501243,1,0.498757
1,1,0.550740,0,0.449260
1,1,0.513042,0,0.486958
1,1,0.517246,0,0.482754
1,1,0.528294,0,0.471706
1,1,0.513304,0,0.486696
1,0,1.000000,1,0.000000
1,0,0.527811,1,0.472189
1,1,0.524095,0,0.475905
1,0,0.500034,1,0.499966
1,1,0.524309,0,0.475691
1,1,0.550740,0,0.449260
1,1,0.531198,0,0.468802
1,1,0.563767,0,0.436233
1,1,0.526029,0,0.473971
1,1,0.505657,0,0.494343
1,1,0.520489,0,0.479511
1,1,0.517212,0,0.482788
1,0,0.519863,1,0.480137
1,0,0.510806,1,0.489194
1,1,0.513558,0,0.486442
1,0,0.543744,1,0.456256
1,1,0.541174,0,0.458826
1,1,0.515019,0,0.484981
1,1,0.516268,0,0.483732
1,1,0.513484,0,0.486516
1,0,0.511757,1,0.488243
1,1,0.520489,0,0.479511
1,1,0.573958,0,0.426042
1,1,0.528851,0,0.471149
1,0,1.000000,1,0.000000
1,0,0.513023,1,0.486977
1,1,0.583739,0,0.416261
1,1,0.519183,0,0.480817
1,1,0.534679,0,0.465321
1,1,0.515473,0,0.484527
1,0,0.501161,1,0.498839
1,1,0.571855,0,0.428145
1,1,0.563156,0,0.436844
1,1,0.520259,0,0.479741
1,1,0.517917,0,0.482083
1,1,0.515574,0,0.484426
1,0,1.000000,1,0.000000
1,0,0.505761,1,0.494239
1,1,0.503049,0,0.496951
1,1,0.561916,0,0.438084
1,1,0.520665,0,0.479335
1,1,0.534666,0,0.465334
1,1,0.565643,0,0.434357
1,1,0.541969,0,0.458031
1,1,0.503132,0,0.496868
1,1,0.542482,0,0.457518
1,0,1.000000,1,0.000000
1,1,0.517028,0,0.482972
1,0,0.625772,1,0.374228
1,1,0.515536,0,0.484464
1,0,0.625772,1,0.374228
1,0,0.507934,1,0.492066
1,1,0.512579,0,0.487421
1,0,0.524456,1,0.475544
1,0,0.545142,1,0.454858
1,0,0.622499,1,0.377501
1,0,0.517023,1,0.482977
1,1,0.513858,0,0.486142
1,1,0.525710,0,0.474290
1,1,0.563534,0,0.436466
1,1,0.506238,0,0.493762
1,1,0.707846,0,0.292154
1,1,0.515817,0,0.484183
1,1,0.514952,0,0.485048
1,1,0.502062,0,0.497938
1,1,0.505953,0,0.494047
1,1,0.542587,0,0.457413
1,1,0.520762,0,0.479238
1,1,0.518193,0,0.481807
1,1,0.536598,0,0.463402
1,0,0.508100,1,0.491900
1,1,0.511037,0,0.488963
1,1,0.511561,0,0.488439
1,1,0.508649,0,0.491351
1,1,0.537314,0,0.462686
1,1,0.508777,0,0.491223
1,1,0.517336,0,0.482664
1,1,0.532124,0,0.467876
1,0,0.556356,1,0.443644
1,1,0.522472,0,0.477528
1,0,0.500639,1,0.499361
1,1,0.572077,0,0.427923
1,1,0.512775,0,0.487225
1,1,0.519457,0,0.480543
1,1,0.528297,0,0.471703
1,1,0.560605,0,0.439395
1,0,0.513624,1,0.486376
1,1,0.533907,0,0.466093
1,0,0.520788,1,0.479212
1,1,0.531515,0,0.468485
1,0,0.526725,1,0.473275
1,1,0.505546,0,0.494454
1,1,0.533358,0,0.466642
1,1,0.514048,0,0.485952
1,1,0.524955,0,0.475045
1,1,0.541174,0,0.458826
1,0,0.539695,1,0.460305
1,1,0.535123,0,0.464877
1,1,0.516530,0,0.483470
1,1,0.513484,0,0.486516
1,0,0.627906,1,0.372094
1,1,0.515453,0,0.484547
1,0,0.567085,1,0.432915
1,1,0.506115,0,0.493885
1,1,0.532923,0,0.467077
1,1,0.508777,0,0.491223
1,0,1.000000,1,0.000000
1,1,0.695770,0,0.304230
1,1,0.507864,0,0.492136
1,0,0.578071,1,0.421929
1,1,0.560345,0,0.439655
1,0,0.506484,1,0.493516
1,1,0.541174,0,0.458826
1,0,0.500639,1,0.499361
1,0,0.680460,1,0.319540
1,1,0.552924,0,0.447076
1,0,0.511751,1,0.488249
1,1,0.505496,0,0.494504
1,0,0.537420,1,0.462580
1,0,0.516418,1,0.483582
1,0,0.554645,1,0.445355
1,1,0.521937,0,0.478063
1,1,0.503128,0,0.496872
1,1,0.515369,0,0.484631
1,1,0.514836,0,0.485164
1,0,0.509678,1,0.490322
1,1,0.512497,0,0.487503
1,1,0.573958,0,0.426042
1,0,0.506252,1,0.493748
1,1,0.513484,0,0.486516
1,1,0.522211,0,0.477789
1,1,0.521184,0,0.478816
1,1,0.573958,0,0.426042
1,1,0.517407,0,0.482593
1,1,0.560605,0,0.439395
1,0,0.529685,1,0.470315
1,1,0.530715,0,0.469285
1,1,0.524686,0,0.475314
1,1,0.561176,0,0.438824
1,1,0.532952,0,0.467048
1,1,0.532221,0,0.467779
1,1,0.545610,0,0.454390
1,1,0.527311,0,0.472689
1,1,0.512896,0,0.487104
1,1,0.508258,0,0.491742
1,1,0.541473,0,0.458527
1,0,0.503119,1,0.496881
1,0,0.515030,1,0.484970
1,0,0.535142,1,0.464858
1,0,0.506485,1,0.493515
1,1,0.522853,0,0.477147
1,1,0.516727,0,0.483273
1,1,0.520762,0,0.479238
1,1,0.517028,0,0.482972
1,1,0.509783,0,0.490217
1,1,0.517171,0,0.482829
1,0,0.500481,1,0.499519
1,1,0.536790,0,0.463210
1,0,1.000000,1,0.000000
1,1,0.535722,0,0.464278
1,1,0.502866,0,0.497134
1,1,0.520817,0,0.479183
1,0,0.508951,1,0.491049
1,1,0.540526,0,0.459474
1,1,0.531515,0,0.468485
1,0,0.511303,1,0.488697
1,1,0.520762,0,0.479238
1,1,0.545610,0,0.454390
1,1,0.521489,0,0.478511
1,0,0.532276,1,0.467724
1,1,0.527311,0,0.472689
1,1,0.583739,0,0.416261
1,0,0.500639,1,0.499361
1,0,0.504624,1,0.495376
1,0,0.622499,1,0.377501
1,0,0.511630,1,0.488370
1,1,0.558084,0,0.441916
1,1,0.541174,0,0.458826
1,1,0.604622,0,0.395378
1,0,1.000000,1,0.000000
1,1,0.527311,0,0.472689
1,0,0.556429,1,0.443571
1,1,0.503132,0,0.496868
1,1,0.560605,0,0.439395
1,1,0.501280,0,0.498720
1,1,0.541174,0,0.458826
1,0,0.516360,1,0.483640
1,1,0.525459,0,0.474541
1,1,0.526543,0,0.473457
1,1,0.516530,0,0.483470
1,1,0.518269,0,0.481731
1,0,0.508129,1,0.491871
1,1,0.522472,0,0.477528
1,0,0.542271,1,0.457729
1,1,0.560605,0,0.439395
1,1,0.515197,0,0.484803
1,0,0.519380,1,0.480620
1,1,0.501942,0,0.498058
1,1,0.512775,0,0.487225
1,1,0.518060,0,0.481940
1,0,0.513298,1,0.486702
1,1,0.507812,0,0.492188
1,1,0.512188,0,0.487812
1,1,0.535123,0,0.464877
1,1,0.525064,0,0.474936
1,1,0.516655,0,0.483345
1,0,0.537027,1,0.462973
1,0,0.504495,1,0.495505
1,1,0.579600,0,0.420400
1,1,0.521122,0,0.478878
1,1,0.519183,0,0.480817
1,1,0.516380,0,0.483620
1,0,0.521573,1,0.478427
1,1,0.526385,0,0.473615
1,0,0.528866,1,0.471134
1,1,0.527771,0,0.472229
1,1,0.516530,0,0.483470
1,1,0.514175,0,0.485825
1,1,0.527311,0,0.472689
1,1,0.521956,0,0.478044
1,0,0.567085,1,0.432915
1,0,0.523083,1,0.476917
1,1,0.523880,0,0.476120
1,1,0.541174,0,0.458826
1,1,0.522457,0,0.477543
1,1,0.520086,0,0.479914
1,1,0.526020,0,0.473980
1,1,0.514836,0,0.485164
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.517452,0,0.482548
1,1,0.513066,0,0.486934
1,1,0.504125,0,0.495875
1,1,0.503853,0,0.496147
1,1,0.528177,0,0.471823
1,1,0.512697,0,0.487303
1,1,0.537250,0,0.462750
1,1,0.529507,0,0.470493
1,1,0.548162,0,0.451838
1,1,0.614240,0,0.385760
1,0,0.535142,1,0.464858
1,1,0.530218,0,0.469782
1,1,0.505481,0,0.494519
1,1,0.513051,0,0.486949
1,1,0.542587,0,0.457413
1,0,0.505887,1,0.494113
1,1,0.516530,0,0.483470
1,0,0.522783,1,0.477217
1,0,0.750698,1,0.249302
1,1,0.573958,0,0.426042
1,0,0.511967,1,0.488033
1,1,0.525188,0,0.474812
1,1,0.533907,0,0.466093
1,0,0.508951,1,0.491049
1,1,0.502866,0,0.497134
1,1,0.639558,0,0.360442
1,1,0.524095,0,0.475905
1,1,0.532124,0,0.467876
1,0,0.535015,1,0.464985
1,1,0.548697,0,0.451303
1,1,0.518362,0,0.481638
1,1,0.508777,0,0.491223
1,1,0.541174,0,0.458826
1,1,0.538322,0,0.461678
1,1,0.535722,0,0.464278
1,0,0.501275,1,0.498725
1,1,0.511876,0,0.488124
1,1,0.503132,0,0.496868
1,1,0.506078,0,0.493922
1,0,0.536798,1,0.463202
1,1,0.534641,0,0.465359
1,1,0.565643,0,0.434357
1,1,0.550740,0,0.449260
1,1,0.503417,0,0.496583
1,1,0.567508,0,0.432492
1,1,0.532923,0,0.467077
1,1,0.545820,0,0.454180
1,1,0.534666,0,0.465334
1,1,0.509317,0,0.490683
1,1,0.567508,0,0.432492
1,0,1.000000,1,0.000000
1,0,1.000000,1,0.000000
1,1,0.531630,0,0.468370
1,1,0.523880,0,0.476120
1,1,0.541174,0,0.458826
1,1,0.513542,0,0.486458
1,1,0.554950,0,0.445050
1,0,0.509321,1,0.490679
1,1,0.525175,0,0.474825
1,1,0.530328,0,0.469672
1,1,0.513042,0,0.486958
1,0,0.509637,1,0.490363
1,1,0.503472,0,0.496528
1,1,0.541197,0,0.458803
1,1,0.514836,0,0.485164
1,1,0.516530,0,0.483470
1,0,1.000000,1,0.000000
1,1,0.530725,0,0.469275
1,0,0.500631,1,0.499369
1,0,0.500639,1,0.499361
1,1,0.599841,0,0.400159
1,1,0.511322,0,0.488678
1,1,0.510282,0,0.489718
1,0,0.526558,1,0.473442
1,0,0.528501,1,0.471499
1,1,0.517761,0,0.482239
1,1,0.502902,0,0.497098
1,0,0.500656,1,0.499344
1,1,0.581171,0,0.418829
1,1,0.581770,0,0.418230
1,1,0.542663,0,0.457337
1,0,0.503861,1,0.496139
1,1,0.525175,0,0.474825
1,0,0.500639,1,0.499361
1,0,1.000000,1,0.000000
1,0,0.532810,1,0.467190
1,1,0.508777,0,0.491223
1,0,0.503781,1,0.496219
1,1,0.530328,0,0.469672
1,1,0.542635,0,0.457365
1,1,0.500930,0,0.499070
1,1,0.542492,0,0.457508
1,1,0.542760,0,0.457240
1,1,0.583397,0,0.416603
1,0,0.515030,1,0.484970
1,0,0.689079,1,0.310921
1,1,0.521851,0,0.478149
1,1,0.521106,0,0.478894
1,1,0.518311,0,0.481689
1,1,0.509203,0,0.490797
1,1,0.512896,0,0.487104
1,1,0.505631,0,0.494369
1,1,0.522436,0,0.477564
1,1,0.500025,0,0.499975
1,0,0.565332,1,0.434668
1,1,0.531515,0,0.468485
1,0,0.506663,1,0.493337
1,0,1.000000,1,0.000000
1,1,0.565643,0,0.434357
1,1,0.522052,0,0.477948
1,1,0.557185,0,0.442815
1,1,0.512486,0,0.487514
1,1,0.519126,0,0.480874
1,1,0.541174,0,0.458826
1,0,0.567981,1,0.432019
1,1,0.503181,0,0.496819
1,0,0.509321,1,0.490679
1,1,0.512397,0,0.487603
1,0,0.510891,1,0.489109
1,1,0.522457,0,0.477543
1,0,0.506554,1,0.493446
1,1,0.543498,0,0.456502
1,1,0.581171,0,0.418829
1,0,0.502800,1,0.497200
1,1,0.553479,0,0.446521
1,1,0.502866,0,0.497134
1,0,0.519444,1,0.480556
1,1,0.524830,0,0.475170
1,1,0.533346,0,0.466654
1,0,0.522850,1,0.477150
1,1,0.537250,0,0.462750
1,1,0.513484,0,0.486516
1,0,0.532271,1,0.467729
1,0,0.506426,1,0.493574
1,1,0.537080,0,0.462920
1,0,0.509071,1,0.490929
1,0,0.516418,1,0.483582
1,1,0.541174,0,0.458826
1,1,0.537314,0,0.462686
1,1,0.518839,0,0.481161
1,0,0.506878,1,0.493122
1,0,0.689804,1,0.310196
1,1,0.522100,0,0.477900
1,1,0.522472,0,0.477528
1,0,0.501627,1,0.498373
1,1,0.514336,0,0.485664
1,0,1.000000,1,0.000000
1,1,0.557497,0,0.442503
1,1,0.506205,0,0.493795
1,1,0.524309,0,0.475691
1,1,0.707846,0,0.292154
1,1,0.506115,0,0.493885
1,1,0.515536,0,0.484464
1,1,0.537080,0,0.462920
1,1,0.516727,0,0.483273
1,1,0.525175,0,0.474825
1,1,0.541174,0,0.458826
1,1,0.572853,0,0.427147
1,1,0.541174,0,0.458826
1,1,0.514856,0,0.485144
1,1,0.517843,0,0.482157
1,0,0.515030,1,0.484970
1,1,0.581770,0,0.418230
1,0,0.519709,1,0.480291
1,1,0.541174,0,0.458826
1,1,0.535722,0,0.464278
1,1,0.504605,0,0.495395
1,1,0.533746,0,0.466254
1,1,0.536778,0,0.463222
1,0,0.528866,1,0.471134
1,1,0.581770,0,0.418230
1,1,0.527311,0,0.472689
1,1,0.522933,0,0.477067
1,1,0.515370,0,0.484630
1,1,0.541174,0,0.458826
1,1,0.517047,0,0.482953
1,1,0.506038,0,0.493962
1,1,0.581770,0,0.418230
1,1,0.512046,0,0.487954
1,0,1.000000,1,0.000000
1,0,0.583560,1,0.416440
1,1,0.545575,0,0.454425
1,0,0.547737,1,0.452263
1,1,0.522472,0,0.477528
1,0,0.539610,1,0.460390
1,0,0.520254,1,0.479746
1,0,0.598534,1,0.401466
1,1,0.503776,0,0.496224
1,1,0.573588,0,0.426412
1,0,0.527876,1,0.472124
1,1,0.513541,0,0.486459
1,1,0.592101,0,0.407899
1,1,0.535722,0,0.464278
1,0,1.000000,1,0.000000
1,1,0.560769,0,0.439231
1,1,0.512896,0,0.487104
1,1,0.533358,0,0.466642
1,1,0.550740,0,0.449260
1,1,0.525737,0,0.474263
1,0,0.521687,1,0.478313
1,1,0.513542,0,0.486458
1,0,0.565332,1,0.434668
1,1,0.543697,0,0.456303
1,0,0.532271,1,0.467729
1,1,0.510984,0,0.489016
1,0,0.511142,1,0.488858
1,1,0.528209,0,0.471791
1,1,0.503150,0,0.496850
1,1,0.518054,0,0.481946
1,1,0.512397,0,0.487603
1,1,0.532221,0,0.467779
1,0,0.506942,1,0.493058
1,1,0.512486,0,0.487514
1,1,0.527311,0,0.472689
1,1,0.504783,0,0.495217
1,1,0.527023,0,0.472977
1,1,0.541969,0,0.458031
1,0,0.583836,1,0.416164
1,1,0.506778,0,0.493222
1,1,0.541775,0,0.458225
1,0,0.583560,1,0.416440
1,0,0.636918,1,0.363082
1,1,0.509357,0,0.490643
1,1,0.516112,0,0.483888
1,0,0.539355,1,0.460645
1,1,0.525766,0,0.474234
1,1,0.541174,0,0.458826
1,1,0.526673,0,0.473327
1,1,0.524626,0,0.475374
1,1,0.510918,0,0.489082
1,1,0.516530,0,0.483470
1,1,0.526076,0,0.473924
1,1,0.536778,0,0.463222
1,1,0.519630,0,0.480370
1,0,0.519709,1,0.480291
1,1,0.527278,0,0.472722
1,0,0.538976,1,0.461024
1,0,0.500523,1,0.499477
1,1,0.537314,0,0.462686
1,0,0.527180,1,0.472820
1,1,0.511130,0,0.488870
1,1,0.533907,0,0.466093
1,1,0.525033,0,0.474967
1,1,0.510951,0,0.489049
1,1,0.503132,0,0.496868
1,1,0.520762,0,0.479238
1,1,0.520259,0,0.479741
1,1,0.520762,0,0.479238
1,0,0.504982,1,0.495018
1,0,0.537027,1,0.462973
1,0,0.504169,1,0.495831
1,1,0.529874,0,0.470126
1,1,0.525459,0,0.474541
1,1,0.544766,0,0.455234
1,1,0.540406,0,0.459594
1,1,0.541174,0,0.458826
1,1,0.515370,0,0.484630
1,1,0.507128,0,0.492872
1,0,0.527798,1,0.472202
1,0,0.539516,1,0.460484
1,0,0.556429,1,0.443571
1,1,0.563534,0,0.436466
1,1,0.527311,0,0.472689
1,1,0.505612,0,0.494388
1,1,0.581171,0,0.418829
1,1,0.513066,0,0.486934
1,1,0.548912,0,0.451088
1,1,0.533907,0,0.466093
1,1,0.533907,0,0.466093
1,1,0.536790,0,0.463210
1,1,0.503799,0,0.496201
1,1,0.512896,0,0.487104
1,0,0.572812,1,0.427188
1,0,0.506942,1,0.493058
1,1,0.519177,0,0.480823
1,1,0.539032,0,0.460968
1,1,0.533338,0,0.466662
1,1,0.541174,0,0.458826
1,0,0.516876,1,0.483124
1,0,1.000000,1,0.000000
1,1,0.510028,0,0.489972
1,1,0.538835,0,0.461165
1,0,0.506878,1,0.493122
1,0,0.518044,1,0.481956
1,1,0.541174,0,0.458826
1,1,0.541174,0,0.458826
1,1,0.525459,0,0.474541
1,1,0.522946,0,0.477054
1,1,0.532721,0,0.467279
1,0,0.648011,1,0.351989
1,0,0.542593,1,0.457407
1,1,0.508777,0,0.491223
1,1,0.507120,0,0.492880
1,1,0.522472,0,0.477528
1,0,0.541887,1,0.458113
1,0,0.570524,1,0.429476
1,1,0.518878,0,0.481122
1,0,0.531170,1,0.468830
1,1,0.510930,0,0.489070
1,1,0.517028,0,0.482972
1,1,0.500655,0,0.499345
1,0,1.000000,1,0.000000
1,1,0.551892,0,0.448108
1,0,0.508170,1,0.491830
1,1,0.518054,0,0.481946
1,0,0.516401,1,0.483599
1,1,0.520762,0,0.479238
1,1,0.536778,0,0.463222
1,0,0.516360,1,0.483640
1,0,0.586414,1,0.413586
1,0,0.755720,1,0.244280
1,1,0.583739,0,0.416261
1,0,0.531519,1,0.468481
1,0,0.735232,1,0.264768
1,0,0.833726,1,0.166274
1,1,0.509175,0,0.490825
1,1,0.581171,0,0.418829
1,1,0.533727,0,0.466273
1,1,0.521626,0,0.478374
1,1,0.541174,0,0.458826
1,1,0.531454,0,0.468546
1,1,0.515453,0,0.484547
1,1,0.552630,0,0.447370
1,0,1.000000,1,0.000000
1,1,0.505062,0,0.494938
1,0,0.511751,1,0.488249
1,1,0.527311,0,0.472689
1,1,0.533844,0,0.466156
1,1,0.528209,0,0.471791
1,0,1.000000,1,0.000000
1,1,0.502050,0,0.497950
1,1,0.537314,0,0.462686
1,1,0.516530,0,0.483470
1,1,0.536731,0,0.463269
1,1,0.508777,0,0.491223
1,1,0.541174,0,0.458826
1,1,0.557497,0,0.442503
1,1,0.522457,0,0.477543
1,1,0.522906,0,0.477094
1,1,0.504171,0,0.495829
1,0,1.000000,1,0.000000
1,1,0.612058,0,0.387942
1,1,0.505213,0,0.494787
1,1,0.513245,0,0.486755
1,0,0.559315,1,0.440685
1,0,0.519709,1,0.480291
1,0,0.501230,1,0.498770
1,0,1.000000,1,0.000000
1,1,0.515473,0,0.484527
1,0,0.504528,1,0.495472
1,1,0.505612,0,0.494388
1,1,0.541174,0,0.458826
1,0,0.518466,1,0.481534
1,0,0.586414,1,0.413586
1,0,0.554800,1,0.445200
1,1,0.535547,0,0.464453
1,0,1.000000,1,0.000000
1,1,0.521416,0,0.478584
1,1,0.512992,0,0.487008
1,1,0.538828,0,0.461172
1,1,0.522472,0,0.477528
1,1,0.537080,0,0.462920
1,1,0.573958,0,0.426042
1,0,1.000000,1,0.000000
1,1,0.536790,0,0.463210
1,1,0.521851,0,0.478149
1,0,0.508914,1,0.491086
1,1,0.525359,0,0.474641
1,1,0.536915,0,0.463085
1,1,0.642327,0,0.357673
1,1,0.541174,0,0.458826
1,1,0.533727,0,0.466273
1,1,0.518773,0,0.481227
1,1,0.513484,0,0.486516
1,0,0.506878,1,0.493122
1,1,0.505570,0,0.494430
1,1,0.503181,0,0.496819
1,0,0.519709,1,0.480291
1,1,0.548398,0,0.451602
1,1,0.516943,0,0.483057
1,1,0.511602,0,0.488398
1,0,0.526558,1,0.473442
1,1,0.503150,0,0.496850
1,1,0.528808,0,0.471192
1,1,0.504317,0,0.495683
1,1,0.522472,0,0.477528
1,1,0.541174,0,0.458826
1,1,0.592101,0,0.407899
1,0,0.535067,1,0.464933
1,1,0.535968,0,0.464032
1,0,0.517928,1,0.482072
1,0,0.507298,1,0.492702
1,0,0.558347,1,0.441653
1,1,0.520489,0,0.479511
